Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Input Ortholog(s)	Paralog count	Ortholog count	
PBANKA_1301600	PBANKA_1301600.1	Plasmodium berghei ANKA	PbANKA_13_v3:97,611..99,480(-)	vacuole membrane protein 1, putative	PF3D7_1474600	0	45	
PBANKA_1301700	PBANKA_1301700.1	Plasmodium berghei ANKA	PbANKA_13_v3:101,290..103,098(+)	splicing factor 3A subunit 1, putative	PF3D7_1474500	0	44	
PBANKA_1301800	PBANKA_1301800.1	Plasmodium berghei ANKA	PbANKA_13_v3:103,468..114,090(-)	conserved Plasmodium protein, unknown function	PF3D7_1474400	0	41	
PBANKA_1301900	PBANKA_1301900.1	Plasmodium berghei ANKA	PbANKA_13_v3:114,784..117,342(-)	DNA repair metallo-beta-lactamase protein, putative	PF3D7_1474300	0	41	
PBANKA_1302100	PBANKA_1302100.1	Plasmodium berghei ANKA	PbANKA_13_v3:132,940..133,465(-)	ribosomal protein L20, mitochondrial, putative	PF3D7_1474100	0	44	
PBANKA_1302200	PBANKA_1302200.1	Plasmodium berghei ANKA	PbANKA_13_v3:134,481..136,097(-)	translocation protein SEC62, putative	PF3D7_1438100	0	46	
PBANKA_1302300	PBANKA_1302300.1	Plasmodium berghei ANKA	PbANKA_13_v3:142,573..149,070(+)	metacaspase-2, putative	PF3D7_1354800	1	84	
PBANKA_1302400	PBANKA_1302400.1	Plasmodium berghei ANKA	PbANKA_13_v3:149,897..152,710(-)	cleavage and polyadenylation specificity factor subunit 3, putative	PF3D7_1438500	0	46	
PBANKA_1302500	PBANKA_1302500.1	Plasmodium berghei ANKA	PbANKA_13_v3:154,325..155,221(+)	conserved protein, unknown function	PF3D7_1438600	0	44	
PBANKA_1302600	PBANKA_1302600.1	Plasmodium berghei ANKA	PbANKA_13_v3:156,669..160,160(+)	DNA primase small subunit, putative	PF3D7_1438700	0	46	
PBANKA_1302700	PBANKA_1302700.1	Plasmodium berghei ANKA	PbANKA_13_v3:163,946..167,105(+)	OST-HTH associated domain protein, putative	PF3D7_1438800	0	45	
PBANKA_1302800	PBANKA_1302800.1	Plasmodium berghei ANKA	PbANKA_13_v3:168,768..169,355(+)	thioredoxin peroxidase 1	PF3D7_0802200,PF3D7_1215000,PF3D7_1438900	2	136	
PBANKA_1302900	PBANKA_1302900.1	Plasmodium berghei ANKA	PbANKA_13_v3:170,648..171,713(+)	copper transporter, putative	PF3D7_1439000	0	48	
PBANKA_1303000	PBANKA_1303000.1	Plasmodium berghei ANKA	PbANKA_13_v3:173,257..180,887(+)	DEAD/DEAH box helicase, putative	PF3D7_0422500,PF3D7_1439100	1	94	
PBANKA_1303100	PBANKA_1303100.1	Plasmodium berghei ANKA	PbANKA_13_v3:181,313..185,639(+)	conserved Plasmodium protein, unknown function	PF3D7_1439200	0	46	
PBANKA_1303200	PBANKA_1303200.1	Plasmodium berghei ANKA	PbANKA_13_v3:187,107..192,306(+)	Sad1/UNC domain-containing protein, putative	PF3D7_1439300	0	45	
PBANKA_1303300	PBANKA_1303300.1	Plasmodium berghei ANKA	PbANKA_13_v3:193,318..194,391(-)	cytochrome b-c1 complex subunit Rieske, putative	PF3D7_1439400	0	45	
PBANKA_1303400	PBANKA_1303400.1	Plasmodium berghei ANKA	PbANKA_13_v3:199,052..201,679(+)	oocyst rupture protein 2	PF3D7_1439500	0	42	
PBANKA_1303500	PBANKA_1303500.1	Plasmodium berghei ANKA	PbANKA_13_v3:203,118..203,660(-)	cytochrome c oxidase subunit ApiCOX26, putative	PF3D7_1439600	0	45	
PBANKA_1303600	PBANKA_1303600.1	Plasmodium berghei ANKA	PbANKA_13_v3:204,484..206,092(-)	leucine carboxyl methyltransferase, putative	PF3D7_1439700	0	46	
PBANKA_1303700	PBANKA_1303700.1	Plasmodium berghei ANKA	PbANKA_13_v3:208,611..209,546(+)	vesicle-associated membrane protein, putative	PF3D7_1439800	0	44	
PBANKA_1303800	PBANKA_1303800.1	Plasmodium berghei ANKA	PbANKA_13_v3:211,752..212,896(+)	triosephosphate isomerase, putative	PF3D7_1439900	0	45	
PBANKA_1304000	PBANKA_1304000.1	Plasmodium berghei ANKA	PbANKA_13_v3:222,192..225,143(-)	cohesin complex subunit, putative	PF3D7_1440100	0	41	
PBANKA_1304100	PBANKA_1304100.1	Plasmodium berghei ANKA	PbANKA_13_v3:227,665..229,973(+)	porphobilinogen synthase, putative	PF3D7_1440300	0	35	
PBANKA_1304200	PBANKA_1304200.1	Plasmodium berghei ANKA	PbANKA_13_v3:227,665..235,180(+)	stromal-processing peptidase, putative	PF3D7_1440200	0	44	
PBANKA_1304300	PBANKA_1304300.1	Plasmodium berghei ANKA	PbANKA_13_v3:235,505..239,315(-)	zinc finger protein, putative	PF3D7_0517900,PF3D7_1440400	1	89	
PBANKA_1304400	PBANKA_1304400.1	Plasmodium berghei ANKA	PbANKA_13_v3:242,466..243,902(+)	allantoicase, putative	PF3D7_0729100,PF3D7_1440500	1	88	
PBANKA_1304500	PBANKA_1304500.1	Plasmodium berghei ANKA	PbANKA_13_v3:245,031..248,476(+)	protein SOC3	PF3D7_1440600	0	45	
PBANKA_1304600	PBANKA_1304600.1	Plasmodium berghei ANKA	PbANKA_13_v3:248,774..250,777(-)	AP-3 complex subunit mu, putative	PF3D7_1440700	0	45	
PBANKA_1304700	PBANKA_1304700.1	Plasmodium berghei ANKA	PbANKA_13_v3:252,634..254,587(+)	major facilitator superfamily domain-containing protein, putative	PF3D7_1440800	0	45	
PBANKA_1304800	PBANKA_1304800.1	Plasmodium berghei ANKA	PbANKA_13_v3:255,504..256,769(+)	conserved Plasmodium protein, unknown function	PF3D7_1440900	0	45	
PBANKA_1304900	PBANKA_1304900.1	Plasmodium berghei ANKA	PbANKA_13_v3:257,064..258,737(-)	cytoplasmic tRNA 2-thiolation protein 2, putative	PF3D7_1441000	0	44	
PBANKA_1305100	PBANKA_1305100.1	Plasmodium berghei ANKA	PbANKA_13_v3:264,033..265,173(+)	60S ribosomal protein L1, putative	PF3D7_1441200	0	46	
PBANKA_1305200	PBANKA_1305200.1	Plasmodium berghei ANKA	PbANKA_13_v3:267,718..274,858(+)	serine/threonine protein kinase, putative	PF3D7_1441300	0	46	
PBANKA_1305300	PBANKA_1305300.1	Plasmodium berghei ANKA	PbANKA_13_v3:277,081..278,562(+)	FACT complex subunit SSRP1, putative	PF3D7_1441400	0	46	
PBANKA_1305400	PBANKA_1305400.1	Plasmodium berghei ANKA	PbANKA_13_v3:279,066..281,071(-)	conserved Plasmodium protein, unknown function	PF3D7_1441500	0	44	
PBANKA_1305500	PBANKA_1305500.1	Plasmodium berghei ANKA	PbANKA_13_v3:281,780..283,720(-)	acid cluster protein 33 homologue, putative	PF3D7_1441600	0	46	
PBANKA_1305600	PBANKA_1305600.1	Plasmodium berghei ANKA	PbANKA_13_v3:286,093..287,448(+)	mitochondrial inner membrane protease ATP23, putative	PF3D7_1441700	0	45	
PBANKA_1305700	PBANKA_1305700.1	Plasmodium berghei ANKA	PbANKA_13_v3:288,128..289,161(-)	vacuolar protein sorting-associated protein 60, putative	PF3D7_1441800	1	46	
PBANKA_1305800	PBANKA_1305800.1	Plasmodium berghei ANKA	PbANKA_13_v3:289,970..290,173(+)	RNA polymerase II transcription factor B subunit 5, putative	PF3D7_1441900	0	43	
PBANKA_1305900	PBANKA_1305900.1	Plasmodium berghei ANKA	PbANKA_13_v3:290,493..291,189(-)	ADP-ribosylation factor, putative	PF3D7_1442000	0	45	
PBANKA_1306000	PBANKA_1306000.1	Plasmodium berghei ANKA	PbANKA_13_v3:292,068..292,920(-)	replication factor A protein 3, putative	PF3D7_1442100	0	46	
PBANKA_1306100	PBANKA_1306100.1	Plasmodium berghei ANKA	PbANKA_13_v3:293,891..296,677(-)	GTP-binding protein YihA2, putative	PF3D7_0513400,PF3D7_0812220,PF3D7_1442200	2	135	
PBANKA_1306200	PBANKA_1306200.1	Plasmodium berghei ANKA	PbANKA_13_v3:297,567..299,061(-)	tRNA import protein tRIP	PF3D7_1442300	0	45	
PBANKA_1306400	PBANKA_1306400.1	Plasmodium berghei ANKA	PbANKA_13_v3:308,106..311,235(-)	geranylgeranyl transferase type-2 subunit alpha, putative	PF3D7_1442500	0	45	
PBANKA_1306700	PBANKA_1306700.1	Plasmodium berghei ANKA	PbANKA_13_v3:329,646..330,893(-)	conserved Plasmodium protein, unknown function	PF3D7_1442800	0	44	
PBANKA_1306900	PBANKA_1306900.1	Plasmodium berghei ANKA	PbANKA_13_v3:341,953..345,930(-)	serine/threonine protein kinase, putative	PF3D7_1443000	0	38	
PBANKA_1307000	PBANKA_1307000.1	Plasmodium berghei ANKA	PbANKA_13_v3:347,196..348,752(-)	conserved Plasmodium protein, unknown function	PF3D7_1443100	0	35	
PBANKA_1307100	PBANKA_1307100.1	Plasmodium berghei ANKA	PbANKA_13_v3:350,046..352,008(+)	heptatricopeptide repeat-containing protein, putative	PF3D7_1443200	0	45	
PBANKA_1307200	PBANKA_1307200.1	Plasmodium berghei ANKA	PbANKA_13_v3:352,955..353,579(+)	U6 snRNA-associated Sm-like protein LSm5, putative	PF3D7_1443300	0	44	
PBANKA_1307300	PBANKA_1307300.1	Plasmodium berghei ANKA	PbANKA_13_v3:353,958..356,548(-)	WD repeat-containing protein, putative	PF3D7_1443400	0	43	
PBANKA_1307400	PBANKA_1307400.1	Plasmodium berghei ANKA	PbANKA_13_v3:357,710..360,058(-)	poly(A)-specific ribonuclease PARN, putative	PF3D7_1443500	0	46	
PBANKA_1307500	PBANKA_1307500.1	Plasmodium berghei ANKA	PbANKA_13_v3:361,321..366,633(-)	gamma-tubulin complex component, putative	PF3D7_0303500,PF3D7_1443600	1	86	
PBANKA_1307600	PBANKA_1307600.1	Plasmodium berghei ANKA	PbANKA_13_v3:367,598..368,559(-)	dephospho-CoA kinase, putative	PF3D7_1443700	0	44	
PBANKA_1307700	PBANKA_1307700.1	Plasmodium berghei ANKA	PbANKA_13_v3:370,134..371,288(-)	pre-mRNA-splicing factor CWC24, putative	PF3D7_1443800	0	45	
PBANKA_1307800	PBANKA_1307800.1	Plasmodium berghei ANKA	PbANKA_13_v3:372,663..375,305(+)	heat shock protein 90, putative	PF3D7_1443900	0	45	
PBANKA_1307900	PBANKA_1307900.1	Plasmodium berghei ANKA	PbANKA_13_v3:376,066..377,211(+)	conserved Plasmodium protein, unknown function	PF3D7_1444000	0	43	
PBANKA_1308000	PBANKA_1308000.1	Plasmodium berghei ANKA	PbANKA_13_v3:377,305..399,741(-)	conserved Plasmodium protein, unknown function	PF3D7_1444100	0	52	
PBANKA_1308100	PBANKA_1308100.1	Plasmodium berghei ANKA	PbANKA_13_v3:400,273..401,455(+)	calmodulin-like protein	PF3D7_1444200	0	44	
PBANKA_1308200	PBANKA_1308200.1	Plasmodium berghei ANKA	PbANKA_13_v3:402,308..403,550(+)	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	PF3D7_1444300	0	46	
PBANKA_1308300	PBANKA_1308300.1	Plasmodium berghei ANKA	PbANKA_13_v3:404,478..406,259(+)	conserved Plasmodium protein, unknown function	PF3D7_1444400	0	44	
PBANKA_1308400	PBANKA_1308400.1	Plasmodium berghei ANKA	PbANKA_13_v3:407,064..411,637(-)	eukaryotic translation initiation factor 2-alpha kinase 1, putative	PF3D7_1444500	0	54	
PBANKA_1308500	PBANKA_1308500.1	Plasmodium berghei ANKA	PbANKA_13_v3:413,990..414,967(+)	shikimate dehydrogenase, putative	PF3D7_1444700	0	43	
PBANKA_1308600	PBANKA_1308600.1	Plasmodium berghei ANKA	PbANKA_13_v3:415,870..417,320(-)	fructose-bisphosphate aldolase 2	PF3D7_1444800	0	45	
PBANKA_1308800	PBANKA_1308800.1	Plasmodium berghei ANKA	PbANKA_13_v3:420,877..422,079(-)	prolyl hydroxylase-like protein, putative	PF3D7_1445000	0	46	
PBANKA_1308900	PBANKA_1308900.1	Plasmodium berghei ANKA	PbANKA_13_v3:422,991..426,197(-)	histidine--tRNA ligase, putative	PF3D7_0934000,PF3D7_1445100	1	90	
PBANKA_1309000	PBANKA_1309000.1	Plasmodium berghei ANKA	PbANKA_13_v3:427,209..429,808(+)	ATP-dependent RNA helicase MAK5, putative	PF3D7_1445200	0	48	
PBANKA_1309100	PBANKA_1309100.1	Plasmodium berghei ANKA	PbANKA_13_v3:430,608..432,465(+)	ribosomal protein S29, mitochondrial, putative	PF3D7_1445300	0	46	
PBANKA_1309200	PBANKA_1309200.1	Plasmodium berghei ANKA	PbANKA_13_v3:433,328..435,751(-)	serine/threonine kinase-1, putative	PF3D7_1445400	0	44	
PBANKA_1309300	PBANKA_1309300.1	Plasmodium berghei ANKA	PbANKA_13_v3:436,988..437,440(+)	conserved Plasmodium protein, unknown function	PF3D7_1445500	0	44	
PBANKA_1309400	PBANKA_1309400.1	Plasmodium berghei ANKA	PbANKA_13_v3:440,067..442,156(+)	RNA-binding protein, putative	PF3D7_1445600	0	45	
PBANKA_1309500	PBANKA_1309500.1	Plasmodium berghei ANKA	PbANKA_13_v3:443,171..444,673(-)	conserved Plasmodium protein, unknown function	PF3D7_1445700	0	45	
PBANKA_1309600	PBANKA_1309600.1	Plasmodium berghei ANKA	PbANKA_13_v3:446,017..449,901(-)	conserved Plasmodium protein, unknown function	PF3D7_1445800	0	43	
PBANKA_1309700	PBANKA_1309700.1	Plasmodium berghei ANKA	PbANKA_13_v3:452,746..455,713(+)	ATP-dependent RNA helicase DDX5, putative	PF3D7_1445900	1	66	
PBANKA_1309800	PBANKA_1309800.1	Plasmodium berghei ANKA	PbANKA_13_v3:457,721..459,681(-)	conserved Plasmodium protein, unknown function	PF3D7_1446100	0	46	
PBANKA_1309900	PBANKA_1309900.1	Plasmodium berghei ANKA	PbANKA_13_v3:461,027..462,934(-)	M17 leucyl aminopeptidase, putative	PF3D7_1446200	0	48	
PBANKA_1310100	PBANKA_1310100.1	Plasmodium berghei ANKA	PbANKA_13_v3:468,934..470,127(-)	pyruvate dehydrogenase E1 component subunit beta, putative	PF3D7_1446400	0	45	
PBANKA_1310400	PBANKA_1310400.1	Plasmodium berghei ANKA	PbANKA_13_v3:481,788..482,534(-)	centrin-2, putative	PF3D7_0107000,PF3D7_1446600	1	89	
PBANKA_1310500	PBANKA_1310500.1	Plasmodium berghei ANKA	PbANKA_13_v3:484,209..486,129(-)	conserved Plasmodium protein, unknown function	PF3D7_1446700	0	46	
PBANKA_1310600	PBANKA_1310600.1	Plasmodium berghei ANKA	PbANKA_13_v3:487,490..488,360(+)	heme detoxification protein, putative	PF3D7_1446800	0	44	
PBANKA_1310700	PBANKA_1310700.1	Plasmodium berghei ANKA	PbANKA_13_v3:488,831..490,856(-)	glutaminyl-peptide cyclotransferase, putative	PF3D7_1446900	0	45	
PBANKA_1310800	PBANKA_1310800.1	Plasmodium berghei ANKA	PbANKA_13_v3:492,684..494,081(+)	40S ribosomal protein S5, putative	PF3D7_1447000	0	45	
PBANKA_1310900	PBANKA_1310900.1	Plasmodium berghei ANKA	PbANKA_13_v3:494,692..495,338(-)	conserved Plasmodium protein, unknown function	PF3D7_1447100	0	45	
PBANKA_1311000	PBANKA_1311000.1	Plasmodium berghei ANKA	PbANKA_13_v3:496,021..497,515(+)	conserved protein, unknown function	PF3D7_1447200	0	45	
PBANKA_1311100	PBANKA_1311100.1	Plasmodium berghei ANKA	PbANKA_13_v3:498,511..499,123(+)	ribosomal protein S14, mitochondrial, putative	PF3D7_1447300	0	45	
PBANKA_1311200	PBANKA_1311200.1	Plasmodium berghei ANKA	PbANKA_13_v3:499,493..500,869(-)	conserved Plasmodium protein, unknown function	PF3D7_1447400	0	44	
PBANKA_1311300	PBANKA_1311300.1	Plasmodium berghei ANKA	PbANKA_13_v3:502,563..503,216(+)	inner membrane complex protein, putative	PF3D7_1447500	0	46	
PBANKA_1311400	PBANKA_1311400.1	Plasmodium berghei ANKA	PbANKA_13_v3:503,621..504,368(-)	conserved protein, unknown function	PF3D7_1447600	0	43	
PBANKA_1311500	PBANKA_1311500.1	Plasmodium berghei ANKA	PbANKA_13_v3:505,672..506,697(-)	conserved protein, unknown function	PF3D7_1447700	0	45	
PBANKA_1311600	PBANKA_1311600.1	Plasmodium berghei ANKA	PbANKA_13_v3:508,350..513,617(+)	calponin homology domain-containing protein, putative	PF3D7_1447800	0	40	
PBANKA_1311700	PBANKA_1311700.1	Plasmodium berghei ANKA	PbANKA_13_v3:514,981..517,827(-)	multidrug resistance protein 2, putative	PF3D7_1447900	0	46	
PBANKA_1311800	PBANKA_1311800.1	Plasmodium berghei ANKA	PbANKA_13_v3:519,081..522,725(-)	U3 small nucleolar RNA-associated protein 12, putative	PF3D7_1448000	0	44	
PBANKA_1312000	PBANKA_1312000.1	Plasmodium berghei ANKA	PbANKA_13_v3:524,616..529,776(-)	condensin-2 complex subunit G2, putative	PF3D7_1448200	0	50	
PBANKA_1312200	PBANKA_1312200.1	Plasmodium berghei ANKA	PbANKA_13_v3:537,258..539,926(-)	ubiquitin-protein ligase, putative	PF3D7_1448400	0	47	
PBANKA_1312300	PBANKA_1312300.1	Plasmodium berghei ANKA	PbANKA_13_v3:540,835..541,509(-)	SNARE protein, putative	PF3D7_1448600	0	45	
PBANKA_1312400	PBANKA_1312400.1	Plasmodium berghei ANKA	PbANKA_13_v3:542,716..543,588(+)	HSP20-like chaperone, putative	PF3D7_1448700	0	45	
PBANKA_1312500	PBANKA_1312500.1	Plasmodium berghei ANKA	PbANKA_13_v3:543,647..544,722(-)	Appr-1-p processing domain protein	PF3D7_1448800	0	45	
PBANKA_1312600	PBANKA_1312600.1	Plasmodium berghei ANKA	PbANKA_13_v3:545,595..546,062(-)	conserved protein, unknown function	PF3D7_1448900	0	41	
PBANKA_1312700	PBANKA_1312700.1	Plasmodium berghei ANKA	PbANKA_13_v3:547,285..548,389(-)	gamete egress and sporozoite traversal protein	PF3D7_1449000	0	45	
PBANKA_1312800	PBANKA_1312800.1	Plasmodium berghei ANKA	PbANKA_13_v3:550,724..554,302(+)	CLASP domain-containing protein, putative	PF3D7_1449100	0	38	
PBANKA_1313000	PBANKA_1313000.1	Plasmodium berghei ANKA	PbANKA_13_v3:558,637..560,948(+)	transcription factor IIIb subunit, putative	PF3D7_1449300	0	48	
PBANKA_1313100	PBANKA_1313100.1	Plasmodium berghei ANKA	PbANKA_13_v3:561,936..565,684(-)	crossover junction endonuclease MUS81, putative	PF3D7_1449400	0	44	
PBANKA_1313300	PBANKA_1313300.1	Plasmodium berghei ANKA	PbANKA_13_v3:574,582..576,039(-)	conserved protein, unknown function	PF3D7_1449600	0	43	
PBANKA_1313400	PBANKA_1313400.1	Plasmodium berghei ANKA	PbANKA_13_v3:577,377..580,640(-)	exosome complex exonuclease RRP6, putative	PF3D7_1449700	0	39	
PBANKA_1313500	PBANKA_1313500.1	Plasmodium berghei ANKA	PbANKA_13_v3:581,649..582,098(+)	conserved protein, unknown function	PF3D7_1449800	0	46	
PBANKA_1313600	PBANKA_1313600.1	Plasmodium berghei ANKA	PbANKA_13_v3:582,713..583,726(-)	conserved protein, unknown function	PF3D7_1449900	0	44	
PBANKA_1313700	PBANKA_1313700.1	Plasmodium berghei ANKA	PbANKA_13_v3:585,670..587,945(+)	serine/threonine protein kinase, putative	PF3D7_1450000	0	44	
PBANKA_1313800	PBANKA_1313800.1	Plasmodium berghei ANKA	PbANKA_13_v3:589,158..590,660(-)	signal recognition particle subunit SRP54, putative	PF3D7_1450100	0	45	
PBANKA_1313900	PBANKA_1313900.1	Plasmodium berghei ANKA	PbANKA_13_v3:592,466..593,127(+)	conserved Plasmodium protein, unknown function	PF3D7_1450200	0	44	
PBANKA_1314000	PBANKA_1314000.1	Plasmodium berghei ANKA	PbANKA_13_v3:593,243..595,525(+)	NADPH--cytochrome P450 reductase, putative	PF3D7_1450300	1	44	
PBANKA_1314100	PBANKA_1314100.1	Plasmodium berghei ANKA	PbANKA_13_v3:596,327..601,401(-)	E3 ubiquitin-protein ligase ZNF598, putative	PF3D7_1450400	0	46	
PBANKA_1314200	PBANKA_1314200.1	Plasmodium berghei ANKA	PbANKA_13_v3:603,452..608,483(-)	conserved Plasmodium protein, unknown function	PF3D7_1450500	0	30	
PBANKA_1314300	PBANKA_1314300.1	Plasmodium berghei ANKA	PbANKA_13_v3:609,670..611,265(-)	S-adenosylmethionine-dependent methyltransferase, putative	PF3D7_1246500,PF3D7_1450600	1	91	
PBANKA_1314400	PBANKA_1314400.1	Plasmodium berghei ANKA	PbANKA_13_v3:612,239..614,569(+)	conserved Plasmodium protein, unknown function	PF3D7_1450700	0	42	
PBANKA_1314500	PBANKA_1314500.1	Plasmodium berghei ANKA	PbANKA_13_v3:615,182..616,495(-)	conserved protein, unknown function	PF3D7_1450800	0	45	
PBANKA_1314600	PBANKA_1314600.1	Plasmodium berghei ANKA	PbANKA_13_v3:617,436..618,996(+)	acetyl-CoA acetyltransferase, putative	PF3D7_1450900	0	45	
PBANKA_1314700	PBANKA_1314700.1	Plasmodium berghei ANKA	PbANKA_13_v3:619,440..621,836(-)	conserved Plasmodium protein, unknown function	PF3D7_1034700	1	48	
PBANKA_1314800	PBANKA_1314800.1	Plasmodium berghei ANKA	PbANKA_13_v3:624,965..627,463(+)	elongation factor 2, putative	PF3D7_1003800,PF3D7_1451100	1	98	
PBANKA_1315000	PBANKA_1315000.1	Plasmodium berghei ANKA	PbANKA_13_v3:636,659..638,856(+)	E3 SUMO-protein ligase NSE2, putative	PF3D7_1451300	0	48	
PBANKA_1315100	PBANKA_1315100.1	Plasmodium berghei ANKA	PbANKA_13_v3:640,262..643,747(+)	transcriptional regulatory protein sir2b	PF3D7_1451400	0	44	
PBANKA_1315200	PBANKA_1315200.1	Plasmodium berghei ANKA	PbANKA_13_v3:644,470..644,916(-)	pre-mRNA-splicing factor CWF18, putative	PF3D7_1451500	0	43	
PBANKA_1315300	PBANKA_1315300.1	Plasmodium berghei ANKA	PbANKA_13_v3:645,706..648,581(-)	LCCL domain-containing protein	PF3D7_0109100,PF3D7_1451600	1	90	
PBANKA_1315400	PBANKA_1315400.1	Plasmodium berghei ANKA	PbANKA_13_v3:649,367..650,754(-)	calcineurin subunit B, putative	PF3D7_1451700	0	45	
PBANKA_1315500	PBANKA_1315500.1	Plasmodium berghei ANKA	PbANKA_13_v3:654,412..657,497(+)	sortilin, putative	PF3D7_1451800	0	45	
PBANKA_1315600	PBANKA_1315600.1	Plasmodium berghei ANKA	PbANKA_13_v3:658,695..661,652(-)	ribosome biogenesis protein TSR1, putative	PF3D7_1451900	0	45	
PBANKA_1315700	PBANKA_1315700.1	Plasmodium berghei ANKA	PbANKA_13_v3:664,125..670,370(+)	rhoptry neck protein 2	PF3D7_1452000	0	44	
PBANKA_1315800	PBANKA_1315800.1	Plasmodium berghei ANKA	PbANKA_13_v3:671,232..672,251(+)	leucine-rich repeat protein	PF3D7_1452100	0	44	
PBANKA_1315900	PBANKA_1315900.1	Plasmodium berghei ANKA	PbANKA_13_v3:673,020..674,597(+)	aminomethyltransferase, putative	PF3D7_1452200	0	45	
PBANKA_1316000	PBANKA_1316000.1	Plasmodium berghei ANKA	PbANKA_13_v3:675,081..676,142(-)	DER1-like protein, putative	PF3D7_1452300	0	44	
PBANKA_1316100	PBANKA_1316100.1	Plasmodium berghei ANKA	PbANKA_13_v3:677,676..679,955(+)	conserved Plasmodium protein, unknown function	PF3D7_1452400	0	30	
PBANKA_1316200	PBANKA_1316200.1	Plasmodium berghei ANKA	PbANKA_13_v3:680,719..682,358(-)	syntaxin-6, putative	PF3D7_1452500	0	45	
PBANKA_1316400	PBANKA_1316400.1	Plasmodium berghei ANKA	PbANKA_13_v3:696,087..698,081(+)	U1 snRNP-associated protein, putative	PF3D7_1452700	0	45	
PBANKA_1316500	PBANKA_1316500.1	Plasmodium berghei ANKA	PbANKA_13_v3:698,771..699,991(+)	conserved Plasmodium protein, unknown function	PF3D7_1452800	0	44	
PBANKA_1316600	PBANKA_1316600.1	Plasmodium berghei ANKA	PbANKA_13_v3:700,319..701,002(-)	conserved protein, unknown function	PF3D7_1452900	0	42	
PBANKA_1316700	PBANKA_1316700.1	Plasmodium berghei ANKA	PbANKA_13_v3:701,590..704,052(-)	conserved Plasmodium protein, unknown function	PF3D7_1453000	0	42	
PBANKA_1316900	PBANKA_1316900.1	Plasmodium berghei ANKA	PbANKA_13_v3:707,880..714,781(+)	conserved Plasmodium protein, unknown function	PF3D7_1453200	0	47	
PBANKA_1317000	PBANKA_1317000.1	Plasmodium berghei ANKA	PbANKA_13_v3:715,575..715,805(+)	Yos1-like protein, putative	PF3D7_1453300	0	42	
PBANKA_1317100	PBANKA_1317100.1	Plasmodium berghei ANKA	PbANKA_13_v3:716,243..721,960(+)	gamma-tubulin complex component, putative	PF3D7_1453400	0	39	
PBANKA_1317200	PBANKA_1317200.1	Plasmodium berghei ANKA	PbANKA_13_v3:722,581..726,493(-)	NAD(P) transhydrogenase	PF3D7_1453500	0	45	
PBANKA_1317300	PBANKA_1317300.1	Plasmodium berghei ANKA	PbANKA_13_v3:727,500..732,630(-)	RAP protein, putative	PF3D7_1453600	0	46	
PBANKA_1317400	PBANKA_1317400.1	Plasmodium berghei ANKA	PbANKA_13_v3:734,605..735,971(+)	HSP90 co-chaperone p23, putative	PF3D7_1453700	0	44	
PBANKA_1317500	PBANKA_1317500.1	Plasmodium berghei ANKA	PbANKA_13_v3:736,679..739,531(-)	glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase, putative	PF3D7_1453800	0	45	
PBANKA_1317700	PBANKA_1317700.1	Plasmodium berghei ANKA	PbANKA_13_v3:744,505..745,995(+)	RNA-binding protein, putative	PF3D7_1454000	0	45	
PBANKA_1317800	PBANKA_1317800.1	Plasmodium berghei ANKA	PbANKA_13_v3:746,547..747,102(+)	tRNA intron endonuclease, putative	PF3D7_1454100	0	44	
PBANKA_1317900	PBANKA_1317900.1	Plasmodium berghei ANKA	PbANKA_13_v3:747,577..751,683(-)	conserved Plasmodium protein, unknown function	PF3D7_1454200	0	44	
PBANKA_1318100	PBANKA_1318100.1	Plasmodium berghei ANKA	PbANKA_13_v3:758,373..760,703(+)	aminopeptidase P, putative	PF3D7_1454400	0	45	
PBANKA_1318200	PBANKA_1318200.1	Plasmodium berghei ANKA	PbANKA_13_v3:761,979..762,464(+)	iron-sulfur cluster assembly protein ISU, putative	PF3D7_1454500	0	45	
PBANKA_1318300	PBANKA_1318300.1	Plasmodium berghei ANKA	PbANKA_13_v3:763,360..764,061(-)	ribosomal protein S11, mitochondrial, putative	PF3D7_1454600	0	45	
PBANKA_1318400	PBANKA_1318400.1	Plasmodium berghei ANKA	PbANKA_13_v3:765,291..766,709(+)	6-phosphogluconate dehydrogenase, decarboxylating, putative	PF3D7_1454700	0	45	
PBANKA_1318500	PBANKA_1318500.1	Plasmodium berghei ANKA	PbANKA_13_v3:767,879..768,397(+)	conserved Plasmodium protein, unknown function	PF3D7_1454800	0	45	
PBANKA_1318600	PBANKA_1318600.1	Plasmodium berghei ANKA	PbANKA_13_v3:769,386..769,847(-)	conserved protein, unknown function	PF3D7_1454900	0	46	
PBANKA_1318700	PBANKA_1318700.1	Plasmodium berghei ANKA	PbANKA_13_v3:771,099..773,674(-)	protein phosphatase PPM3	PF3D7_1455000	0	45	
PBANKA_1318800	PBANKA_1318800.1	Plasmodium berghei ANKA	PbANKA_13_v3:775,088..775,943(-)	protein tyrosine phosphatase	PF3D7_1455100	0	45	
PBANKA_1318900	PBANKA_1318900.1	Plasmodium berghei ANKA	PbANKA_13_v3:778,205..779,607(+)	methyltransferase, putative	PF3D7_0409300,PF3D7_1455200	1	93	
