"# Program:featureCounts v2.0.0; Command:""featureCounts"" ""-T"" ""2"" ""-a"" ""/home/mahogny/mystore/ref_genome/pberghei/PlasmoDB-46_PbergheiANKA.gtf"" ""-o"" ""count.csv"" ""samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam"" ""samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam""";;;;;;;;;;;;;;;;;;;;;;;
Geneid;Chr;Start;End;Strand;Length;samp376_S376_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp49_S49_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp50_S50_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp51_S51_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp58_S58_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp59_S59_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp60_S60_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp61_S61_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp62_S62_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp63_S63_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp64_S64_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp65_S65_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp75_S75_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp76_S76_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp77_S77_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp78_S78_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp79_S79_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam;samp80_S80_LOUT_R1_001.fastq.gzAligned.sortedByCoord.out.bam
PBANKA_1444700;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1715687;1716052;1716305;1716618;1716880;1717098;1717396;1717642;1717967;1718215;1722009";"1715919;1716172;1716443;1716693;1716989;1717263;1717480;1717832;1718094;1721885;1722113";"+;+;+;+;+;+;+;+;+;+;+";5025;1604;309;358;185;402;481;282;191;306;107;27;0;9;27;16;17;20;8
PBANKA_1444800;PbANKA_14_v3;1722600;1723937;-;1338;845;68;118;157;14;359;92;76;85;72;9;0;86;4;8;0;0;0
PBANKA_1444900;"PbANKA_14_v3;PbANKA_14_v3";"1726464;1726734";"1726563;1729546";"+;+";2913;1208;240;213;164;174;174;295;98;161;115;15;2;22;41;32;27;41;18
PBANKA_1445000;"PbANKA_14_v3;PbANKA_14_v3";"1730036;1730350";"1730194;1730967";"-;-";777;918;79;147;69;118;144;131;41;124;42;6;0;85;11;22;3;2;0
PBANKA_1445100;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1732182;1732626;1732893;1733076;1733274";"1732492;1732752;1732931;1733159;1733336";"-;-;-;-;-";624;1713;213;225;118;222;212;222;87;211;102;9;0;84;52;46;57;100;20
PBANKA_1445200;PbANKA_14_v3;1734393;1735697;-;1305;548;168;72;222;125;286;143;53;173;63;3;0;0;11;9;1;16;1
PBANKA_1445300;"PbANKA_14_v3;PbANKA_14_v3";"1736824;1737159";"1737059;1738053";"+;+";1131;926;162;52;115;129;238;212;91;166;76;13;0;11;11;14;9;40;2
PBANKA_1445400;"PbANKA_14_v3;PbANKA_14_v3";"1739873;1741301";"1741214;1742022";"+;+";2064;3029;559;595;594;470;536;379;190;513;313;22;2;18;57;30;43;93;6
PBANKA_1445500;"PbANKA_14_v3;PbANKA_14_v3";"1743456;1743757";"1743545;1745286";"+;+";1620;2688;224;561;355;400;540;280;91;377;156;9;1;12;66;63;42;105;25
PBANKA_1445600;PbANKA_14_v3;1746754;1749144;+;2391;715;102;32;60;140;122;175;35;137;127;19;0;3;17;5;17;30;2
PBANKA_1445700;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1749654;1749791;1749971;1750223;1750372;1750509;1750857;1751359";"1749668;1749850;1750090;1750284;1750421;1750615;1751199;1753262";"+;+;+;+;+;+;+;+";2661;1382;221;286;406;289;395;189;134;324;106;19;0;7;18;34;32;56;10
PBANKA_1445800;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1754427;1754561;1754829;1755090;1755378;1755530;1755683";"1754475;1754699;1754912;1755291;1755446;1755581;1755729";"+;+;+;+;+;+;+";642;415;81;159;106;111;120;157;50;49;14;13;0;21;21;15;4;17;2
PBANKA_1445900;PbANKA_14_v3;1756402;1757502;-;1101;518;156;127;62;75;168;77;65;71;74;4;0;23;38;18;48;45;21
PBANKA_1446000;PbANKA_14_v3;1763015;1765765;-;2751;2173;73;277;216;141;408;256;161;421;122;10;0;6;0;0;0;0;0
PBANKA_1446100;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1766990;1767315;1772358";"1767187;1772257;1772529";"-;-;-";5313;1832;283;142;284;265;503;474;272;231;98;16;0;40;33;29;8;21;0
PBANKA_1446200;PbANKA_14_v3;1774308;1774736;+;429;378;54;34;2;105;207;109;60;62;27;1;0;2;7;0;2;2;0
PBANKA_1446300;PbANKA_14_v3;1776149;1779322;-;3174;1665;208;235;466;350;463;222;182;285;140;13;0;8;13;7;2;14;9
PBANKA_1446400;"PbANKA_14_v3;PbANKA_14_v3";"1781011;1781254";"1781080;1781387";"-;-";204;134;51;54;41;78;15;53;17;35;12;1;0;1;11;11;8;6;2
PBANKA_1446500;PbANKA_14_v3;1788809;1794082;+;5274;3575;557;464;356;381;631;584;299;483;304;43;2;12;50;58;20;63;18
PBANKA_1446600;PbANKA_14_v3;1795888;1798980;+;3093;538;84;50;64;141;163;125;122;116;95;5;1;6;10;8;16;21;8
PBANKA_1446700;"PbANKA_14_v3;PbANKA_14_v3";"1799050;1799216";"1799139;1800952";"-;-";1827;711;136;128;88;46;82;109;67;85;53;2;0;0;12;11;9;8;2
PBANKA_1446800;"PbANKA_14_v3;PbANKA_14_v3";"1801920;1803539";"1803026;1804555";"-;-";2124;2120;152;214;286;293;352;339;90;65;93;10;6;0;466;352;158;371;80
PBANKA_1446900;"PbANKA_14_v3;PbANKA_14_v3";"1806051;1806307";"1806124;1807783";"+;+";1551;1790;150;147;247;205;313;253;158;288;102;10;0;13;85;68;64;115;30
PBANKA_1447000;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1808965;1809334;1809825";"1809118;1809545;1809914";"+;+;+";456;108;43;45;39;32;126;71;31;51;25;1;0;2;7;6;0;0;2
PBANKA_1447100;PbANKA_14_v3;1810287;1811180;-;894;234;17;46;14;58;12;64;3;46;25;2;1;28;30;12;16;44;4
PBANKA_1447200;"PbANKA_14_v3;PbANKA_14_v3";"1812391;1814783";"1814594;1815059";"-;-";2481;344;131;79;135;158;187;114;87;118;59;15;0;17;10;10;9;17;2
PBANKA_1447300;PbANKA_14_v3;1816113;1817078;+;966;82;18;0;0;19;48;2;33;44;2;2;0;11;0;4;2;4;0
PBANKA_1447400;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1817758;1818169;1818413;1818628;1818808;1818936;1819137;1819284;1819512;1819664;1819835;1819995;1820198;1820390;1820612;1820858;1821008";"1818009;1818267;1818519;1818683;1818855;1818991;1819190;1819376;1819566;1819735;1819919;1820082;1820279;1820473;1820716;1820922;1822114";"+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+";2508;987;83;92;71;77;201;165;54;203;81;5;0;0;6;1;1;21;0
PBANKA_1447500;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1822223;1822497;1822790";"1822261;1822586;1823077";"-;-;-";417;141;25;30;45;43;19;21;10;0;22;0;0;2;3;3;0;1;2
PBANKA_1447600;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1823362;1823747;1824051;1824357;1824563;1824704;1824851;1825072;1825664";"1823408;1823816;1824239;1824432;1824611;1824750;1824940;1825389;1826247";"-;-;-;-;-;-;-;-;-";1470;749;77;44;95;94;245;214;112;121;77;7;0;1;19;19;13;4;8
PBANKA_1447700;PbANKA_14_v3;1827505;1829838;-;2334;2888;192;268;375;301;313;217;218;252;140;15;0;9;29;26;29;18;9
PBANKA_1447800;PbANKA_14_v3;1831362;1831838;+;477;76;5;27;0;10;14;3;8;25;0;2;1;6;8;0;2;5;1
PBANKA_1447900;"PbANKA_14_v3;PbANKA_14_v3";"1833163;1834265";"1833689;1838414";"-;-";4677;2087;233;291;184;276;310;301;85;243;146;12;0;35;8;4;4;2;1
PBANKA_1448000;PbANKA_14_v3;1844078;1847686;+;3609;1401;112;160;151;174;221;241;118;189;120;2;0;1;53;38;79;95;17
PBANKA_1448100;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1848077;1848346;1848594;1849159";"1848251;1848407;1848979;1850122";"-;-;-;-";1587;351;78;80;19;48;163;173;31;87;28;7;0;2;6;4;2;6;4
PBANKA_1448200;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1852489;1866802;1867059";"1866696;1866958;1867096";"+;+;+";14403;4234;504;590;535;641;1027;695;317;663;352;38;9;264;258;245;209;444;57
PBANKA_1448300;PbANKA_14_v3;1867678;1869255;+;1578;328;46;8;30;16;122;35;41;43;55;5;0;2;6;3;0;8;0
PBANKA_1448400;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1869566;1870171;1870339";"1870072;1870223;1870414";"-;-;-";636;321;107;26;91;65;49;59;17;64;62;3;0;7;10;19;17;49;11
PBANKA_1448500;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1872540;1875292;1875515";"1875206;1875420;1875550";"+;+;+";2832;387;73;84;10;82;109;115;81;116;50;0;0;42;55;33;9;39;4
PBANKA_1448600;"PbANKA_14_v3;PbANKA_14_v3";"1876236;1876545";"1876382;1877696";"-;-";1299;180;51;34;50;34;29;86;40;22;57;9;0;2;4;6;4;19;0
PBANKA_1448700;PbANKA_14_v3;1878841;1888284;+;9444;1570;265;135;243;211;201;219;208;354;142;21;0;14;49;81;51;95;26
PBANKA_1448800;PbANKA_14_v3;1889266;1894449;+;5184;1322;223;305;142;193;202;170;44;303;87;20;0;8;17;7;17;26;3
PBANKA_1448900;"PbANKA_14_v3;PbANKA_14_v3";"1894550;1895619";"1895456;1896583";"-;-";1872;1574;115;349;116;82;143;109;63;138;74;7;0;10;20;2;7;16;2
PBANKA_1449000;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1897825;1898031;1898331;1898528;1898667;1898981";"1897929;1898176;1898440;1898575;1898835;1900136";"-;-;-;-;-;-";1734;797;80;94;180;147;134;76;3;91;66;7;0;2;2;0;0;0;0
PBANKA_1449100;PbANKA_14_v3;1901094;1902152;-;1059;133;56;0;9;117;72;85;46;26;37;4;0;5;2;2;4;10;1
PBANKA_1449200;PbANKA_14_v3;1903238;1906159;-;2922;448;91;50;135;112;112;138;94;163;44;8;0;7;19;38;20;56;12
PBANKA_1449300;"PbANKA_14_v3;PbANKA_14_v3";"1907812;1909405";"1909262;1909597";"-;-";1644;521;90;22;76;106;162;95;52;23;20;5;0;24;6;13;4;12;8
PBANKA_1449400;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1912189;1915601;1915852;1916136;1916384";"1915365;1915693;1915998;1916237;1916521";"+;+;+;+;+";3657;4094;447;606;576;572;543;479;189;478;286;17;0;24;53;65;25;57;8
PBANKA_1449500;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1917753;1917984;1918422";"1917789;1918312;1918499";"+;+;+";444;1465;45;212;180;106;138;95;77;116;80;7;13;391;773;678;623;830;187
PBANKA_1449600;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1919329;1919980;1920627";"1919791;1920532;1920870";"+;+;+";1260;437;50;38;26;51;30;57;53;94;19;0;0;2;0;0;0;7;0
PBANKA_1449700;"PbANKA_14_v3;PbANKA_14_v3";"1921304;1921511";"1921398;1921622";"-;-";207;345;48;36;3;61;30;75;22;91;85;2;0;380;104;76;71;168;28
PBANKA_1449800;"PbANKA_14_v3;PbANKA_14_v3";"1923416;1923584";"1923454;1926511";"-;-";2967;3085;268;289;446;325;323;411;125;352;196;9;0;80;54;13;2;10;0
PBANKA_1449900;PbANKA_14_v3;1929415;1933590;+;4176;1357;217;86;249;293;391;309;54;142;102;2;59;139;115;139;176;198;70
PBANKA_1450000;PbANKA_14_v3;1934271;1937237;-;2967;1073;215;80;132;144;183;144;82;167;96;10;0;0;12;8;5;2;0
PBANKA_1450100;PbANKA_14_v3;1938506;1940488;+;1983;2336;236;264;258;224;305;242;128;411;167;11;0;2;8;8;6;4;3
PBANKA_1450200;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1941751;1941942;1942165";"1941753;1942043;1943388";"+;+;+";1329;1374;198;170;175;192;171;202;92;221;52;15;0;3;45;41;46;90;18
PBANKA_1450300;PbANKA_14_v3;1944993;1946594;+;1602;2575;207;550;420;225;306;124;145;302;166;14;8;20;629;375;201;620;99
PBANKA_1450400;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1947196;1947504;1947731;1948002;1948857;1950929;1951329;1951952;1952184;1952456;1952764;1953045;1953313;1953808";"1947369;1947585;1947890;1948719;1950795;1951175;1951701;1952086;1952273;1952598;1952914;1953152;1953567;1954851";"-;-;-;-;-;-;-;-;-;-;-;-;-;-";5619;1055;159;85;136;229;241;190;89;215;49;18;0;11;7;10;3;6;7
PBANKA_1450500;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1955827;1956097;1956364;1956584;1956804";"1955959;1956185;1956489;1956658;1959128";"-;-;-;-;-";2748;1074;162;79;52;274;163;190;66;115;124;14;0;2;29;17;6;20;2
PBANKA_1450600;PbANKA_14_v3;1960416;1961291;+;876;241;40;108;56;32;72;5;20;42;13;2;0;2;8;6;1;2;0
PBANKA_1450700;PbANKA_14_v3;1963137;1964330;-;1194;744;103;61;193;110;177;129;52;113;112;4;0;4;23;11;16;24;8
PBANKA_1450800;PbANKA_14_v3;1966714;1969299;-;2586;1010;106;95;206;128;197;30;71;99;97;2;0;30;4;2;6;9;0
PBANKA_1450900;PbANKA_14_v3;1970847;1972109;+;1263;397;43;28;8;41;29;126;66;53;44;0;4;12;32;14;22;23;4
PBANKA_1451000;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1972700;1973007;1974520";"1972775;1974402;1974751";"+;+;+";1704;471;91;81;138;107;166;92;64;58;73;10;2;3;8;5;1;2;5
PBANKA_1451100;PbANKA_14_v3;1975355;1976158;-;804;246;9;78;0;22;68;17;38;33;15;5;0;43;5;1;0;0;0
PBANKA_1451200;"PbANKA_14_v3;PbANKA_14_v3";"1977583;1978201";"1977959;1978282";"-;-";459;652;77;60;84;62;68;60;10;46;35;0;0;180;33;22;10;17;0
PBANKA_1451300;PbANKA_14_v3;1979918;1981366;-;1449;307;108;106;36;77;82;58;63;50;64;6;0;4;20;9;6;7;5
PBANKA_1451400;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1982084;1983528;1983872";"1983437;1983684;1983896";"+;+;+";1536;304;60;76;48;76;155;110;33;118;15;4;0;12;12;6;4;4;0
PBANKA_1451500;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"1984263;1984582;1984763";"1984460;1984661;1985594";"-;-;-";1110;542;96;177;50;35;84;152;25;100;52;0;0;26;11;3;2;2;0
PBANKA_1451600;"PbANKA_14_v3;PbANKA_14_v3";"1987486;1989363";"1989251;1989501";"+;+";1905;850;169;112;103;49;213;191;54;102;64;6;0;2;19;11;10;13;7
PBANKA_1451700;PbANKA_14_v3;1989835;1995507;-;5673;477;181;86;202;138;252;175;66;120;105;10;0;14;46;19;15;26;7
PBANKA_1451800;PbANKA_14_v3;1996862;2001532;+;4671;572;202;60;106;123;263;208;99;104;75;2;0;18;34;22;18;70;18
PBANKA_1451900;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2001729;2001926;2002322";"2001819;2002161;2002927";"-;-;-";933;217;71;11;38;55;162;39;7;99;13;2;0;1;0;1;6;0;2
PBANKA_1452000;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2003936;2004184;2004656";"2003966;2004563;2005453";"+;+;+";1209;505;63;41;29;22;39;62;24;53;20;2;10;31;19;25;36;37;24
PBANKA_1452100;PbANKA_14_v3;2006688;2011247;-;4560;1163;259;109;98;132;218;106;105;249;150;6;0;14;44;31;54;71;12
PBANKA_1452200;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2013949;2014325;2015736";"2014109;2015549;2015855";"+;+;+";1506;557;79;82;128;71;55;107;26;101;110;8;27;23;80;64;59;72;30
PBANKA_1452300;"PbANKA_14_v3;PbANKA_14_v3";"2017357;2017723";"2017402;2018309";"+;+";633;445;63;53;47;85;47;51;63;50;31;2;2;0;106;46;37;70;19
PBANKA_1452400;"PbANKA_14_v3;PbANKA_14_v3";"2019376;2019723";"2019481;2019838";"+;+";222;191;65;48;55;39;162;43;19;49;53;3;0;2;4;5;4;5;1
PBANKA_1452500;PbANKA_14_v3;2021744;2023912;+;2169;1525;166;311;196;199;228;189;115;272;122;15;3;17;112;127;85;150;16
PBANKA_1452600;PbANKA_14_v3;2024480;2025160;-;681;262;34;24;40;45;21;41;40;44;57;1;2;2;50;26;37;49;4
PBANKA_1452700;"PbANKA_14_v3;PbANKA_14_v3";"2026390;2027589";"2027351;2027688";"-;-";1062;127;44;54;0;19;31;1;22;29;25;0;0;123;16;14;7;11;2
PBANKA_1452800;PbANKA_14_v3;2028843;2031548;+;2706;1198;162;250;180;148;141;253;67;184;42;29;145;396;359;512;542;553;210
PBANKA_1452900;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2031894;2032073;2032351;2032657;2032874";"2031944;2032191;2032521;2032803;2033144";"-;-;-;-;-";759;370;37;36;0;64;56;107;9;32;7;4;0;13;2;0;3;0;1
PBANKA_1453000;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2034301;2037649;2037837";"2037558;2037719;2037945";"+;+;+";3438;743;84;98;113;85;231;83;106;102;73;12;0;25;16;16;16;30;1
PBANKA_1453100;PbANKA_14_v3;2038408;2039928;-;1521;783;223;156;191;85;213;98;48;138;77;8;0;2;10;5;8;13;2
PBANKA_1453200;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2042411;2042411;2042532;2042532;2042804;2042956;2042956;2043140;2043140;2044116;2044116";"2042429;2042429;2042630;2042630;2042833;2042994;2042994;2043727;2043727;2044519;2044519";"+;+;+;+;+;+;+;+;+;+;+";1179;512;205;83;145;147;126;133;74;169;76;2;0;17;26;27;24;48;8
PBANKA_1453300;PbANKA_14_v3;2046472;2048736;+;2265;1788;162;242;168;185;330;159;122;130;106;9;0;6;48;24;35;36;3
PBANKA_1453400;PbANKA_14_v3;2050224;2051735;-;1512;1374;213;138;184;95;278;99;51;136;74;8;0;70;18;15;8;18;0
PBANKA_1453500;PbANKA_14_v3;2054945;2057290;-;2346;2343;221;429;480;173;514;271;139;260;172;23;0;13;21;16;9;40;1
PBANKA_1453600;"PbANKA_14_v3;PbANKA_14_v3";"2059235;2060037";"2059873;2060210";"+;+";813;1248;198;252;187;140;354;214;151;278;172;12;0;6;8;10;4;15;7
PBANKA_1453700;PbANKA_14_v3;2065254;2069711;+;4458;3890;471;430;633;452;503;419;262;549;377;32;0;8;14;30;10;14;3
PBANKA_1453800;PbANKA_14_v3;2071546;2072175;+;630;361;12;32;46;53;42;59;17;68;26;0;0;0;0;2;6;6;1
PBANKA_1453900;PbANKA_14_v3;2073073;2073630;-;558;255;27;8;60;37;64;25;25;42;31;2;0;0;0;0;2;0;0
PBANKA_1454000;PbANKA_14_v3;2074740;2077505;+;2766;2056;232;212;606;197;301;196;124;332;143;18;0;2;32;48;22;29;8
PBANKA_1454100;PbANKA_14_v3;2080148;2082736;+;2589;4276;486;716;482;448;550;485;110;693;250;21;0;2;52;43;34;54;8
PBANKA_1454200;PbANKA_14_v3;2085185;2102380;+;17196;3850;601;532;502;580;948;731;221;701;422;16;2;8;145;132;122;211;49
PBANKA_1454300;PbANKA_14_v3;2103449;2106346;-;2898;2063;182;289;444;188;287;298;182;248;189;11;0;6;24;8;16;25;6
PBANKA_1454400;PbANKA_14_v3;2107612;2109153;+;1542;445;120;58;72;90;153;93;79;144;21;10;0;4;2;2;5;13;6
PBANKA_1454500;"PbANKA_14_v3;PbANKA_14_v3";"2109481;2111016";"2110841;2111100";"-;-";1446;2645;212;304;252;258;230;197;110;348;167;14;0;2;14;7;6;16;0
PBANKA_1454600;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2112256;2119098;2119345";"2118880;2119200;2119399";"-;-;-";6783;2904;466;282;542;345;340;422;204;411;131;15;0;54;66;30;53;73;16
PBANKA_1454700;PbANKA_14_v3;2120748;2122409;-;1662;485;223;115;112;172;174;109;23;63;30;6;0;0;13;12;8;14;2
PBANKA_1454800;PbANKA_14_v3;2124094;2129658;-;5565;2741;200;358;398;379;400;391;205;429;196;22;2;2;43;33;6;49;12
PBANKA_1454900;PbANKA_14_v3;2134467;2135867;-;1401;436;13;32;2;10;133;80;21;85;11;0;0;2;12;11;18;29;6
PBANKA_1455000;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2136867;2137002;2137360;2137522;2137827;2138008;2138199";"2136879;2137217;2137438;2137721;2137889;2138069;2138354";"+;+;+;+;+;+;+";789;654;138;33;125;94;68;90;33;101;91;3;0;7;2;5;8;8;4
PBANKA_1455100;"PbANKA_14_v3;PbANKA_14_v3";"2140291;2140688";"2140455;2141533";"+;+";1011;2099;121;477;282;157;355;118;98;190;80;11;0;4;68;35;42;44;13
PBANKA_1455200;PbANKA_14_v3;2142109;2144688;-;2580;2242;136;430;205;284;207;280;165;229;106;5;0;4;36;40;63;80;17
PBANKA_1455300;PbANKA_14_v3;2146347;2147573;+;1227;829;94;64;57;122;147;107;50;180;85;6;0;5;21;35;22;46;3
PBANKA_1455400;PbANKA_14_v3;2148296;2149846;-;1551;1452;109;240;232;201;393;218;107;174;100;3;0;15;2;1;0;2;0
PBANKA_1455500;PbANKA_14_v3;2151386;2151610;+;225;161;12;0;1;8;2;36;15;64;7;5;0;0;13;11;0;5;0
PBANKA_1455600;PbANKA_14_v3;2151856;2153814;+;1959;2236;309;153;296;210;475;285;163;345;125;9;0;24;46;30;26;43;4
PBANKA_1455700;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2154223;2154480;2154636;2154845;2155050;2155200;2155380";"2154335;2154528;2154729;2154906;2155075;2155255;2155534";"-;-;-;-;-;-;-";555;345;43;41;98;94;178;167;81;111;81;6;0;0;20;14;0;14;6
PBANKA_1455800;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2156414;2156686;2157169;2157685";"2156575;2157024;2157530;2158171";"+;+;+;+";1350;454;51;31;67;78;215;79;18;91;46;5;0;1;4;0;0;2;0
PBANKA_1455900;PbANKA_14_v3;2159007;2160161;+;1155;321;35;45;28;34;104;62;14;14;51;6;0;2;9;15;9;16;0
PBANKA_1456000;"PbANKA_14_v3;PbANKA_14_v3";"2160693;2162385";"2162150;2162456";"+;+";1530;849;118;64;88;136;69;137;66;142;69;15;0;4;19;7;9;18;13
PBANKA_1456100;"PbANKA_14_v3;PbANKA_14_v3";"2163552;2163927";"2163554;2164337";"+;+";414;1046;156;85;118;54;81;143;49;87;43;0;1;20;830;573;697;933;190
PBANKA_1456200;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2165350;2166728;2167036;2167318";"2166542;2166820;2167096;2167335";"-;-;-;-";1365;2834;314;351;253;303;629;530;187;253;216;14;2;12;18;8;12;16;2
PBANKA_1456300;"PbANKA_14_v3;PbANKA_14_v3;PbANKA_14_v3";"2168689;2168929;2169348";"2168746;2169101;2169398";"-;-;-";282;380;49;0;0;30;16;9;24;72;15;1;0;0;27;19;24;39;9
PBANKA_1456400;PbANKA_14_v3;2171062;2172039;+;978;787;98;4;34;136;136;87;52;107;65;9;0;2;9;2;3;11;8
PBANKA_1456500;PbANKA_14_v3;2172801;2173568;-;768;264;44;36;94;6;68;31;72;29;33;1;0;2;8;8;4;7;0
PBANKA_1456600;PbANKA_14_v3;2174487;2174738;+;252;198;2;36;0;35;16;50;10;26;23;2;0;0;6;1;8;0;0
