id	new_id	description	old_id	gene_name	transcript_length
4576	PBANKA_1410100	conserved Plasmodium protein, unknown function	PBANKA_141010		1461
4577	PBANKA_1410200	cytochrome c, putative	PBANKA_141020		462
4578	PBANKA_1410300	M1-family alanyl aminopeptidase, putative	PBANKA_141030	M1AAP	3195
4579	PBANKA_1410400	V-type proton ATPase catalytic subunit A, putative	PBANKA_141040		1836
4580	PBANKA_1410500	malonyl CoA-acyl carrier protein transacylase, putative	PBANKA_141050	MCAT	1194
4581	PBANKA_1410600	GYF domain-containing protein, putative	PBANKA_141060		3015
4582	PBANKA_1410700	conserved protein, unknown function	PBANKA_141070		867
4583	PBANKA_1410800	ribosomal protein S35, mitochondrial, putative	PBANKA_141080		819
4584	PBANKA_1410900	translation initiation factor IF-2, putative	PBANKA_141090	IF2a	3231
4585	PBANKA_1410950	apical ring associated protein 1	PBANKA_141095	ARA1	192
4586	PBANKA_1411000	conserved Plasmodium protein, unknown function	PBANKA_141100		201
4587	PBANKA_1411100	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	PBANKA_141110	BCKDHA	1296
4588	PBANKA_1411200	protein AAP2, putative	PBANKA_141120		5976
4589	PBANKA_1411300	eukaryotic translation initation factor 4 gamma, putative	PBANKA_141130	EIF4G	3042
4590	PBANKA_1411400	ubiquitin-like protein Nedd8, putative	PBANKA_141140	NEDD8	237
4591	PBANKA_1411500	conserved Plasmodium protein, unknown function	PBANKA_141150		8415
4592	PBANKA_1411600	methionyl-tRNA formyltransferase, putative	PBANKA_141160		1950
4593	PBANKA_1411700	peptidyl-prolyl cis-trans isomerase, putative	PBANKA_141170		684
4594	PBANKA_1411800	DEAD box helicase, putative	PBANKA_141180		2394
4595	PBANKA_1411900	conserved Plasmodium protein, unknown function	PBANKA_141190		4560
4596	PBANKA_1412000	Clu domain-containing protein, putative	PBANKA_141200		5811
4597	PBANKA_1412100	Maf-like protein, putative	PBANKA_141210		801
4598	PBANKA_1412200	conserved Plasmodium protein, unknown function	PBANKA_141220		9738
4599	PBANKA_1412300	ankyrin-repeat protein, putative	PBANKA_141230		1200
4600	PBANKA_1412400	conserved protein, unknown function	PBANKA_141240		3600
4601	PBANKA_1412500	conserved Plasmodium protein, unknown function	PBANKA_141250		2058
4602	PBANKA_1412600	telomerase reverse transcriptase	PBANKA_141260;PBANKA_141270	TERT	6939
4603	PBANKA_1412800	MACRO domain-containing protein, putative	PBANKA_141280		1395
4604	PBANKA_1412900	conserved protein, unknown function	PBANKA_141290		372
4605	PBANKA_1413000	transmembrane emp24 domain-containing protein, putative	PBANKA_141300		621
4606	PBANKA_1413100	lipoate-protein ligase 1	PBANKA_141310	LipL1	1245
4607	PBANKA_1413200	pinin/SDK/MemA domain-containing protein, putative	PBANKA_141320		1098
4608	PBANKA_1413300	ubiquitin-like protein, putative	PBANKA_141330		528
4609	PBANKA_1413400	general transcription factor IIH subunit 2, putative	PBANKA_141340	P44	1206
4610	PBANKA_1413500	conserved protein, unknown function	PBANKA_141350		645
4611	PBANKA_1413600	serine/threonine protein kinase PK9, putative	PBANKA_141360		1098
4612	PBANKA_1413700	heptatricopeptide repeat-containing protein, putative	PBANKA_141370		2967
4613	PBANKA_1413800	conserved protein, unknown function	PBANKA_141380		1530
4614	PBANKA_1413900	zinc finger (CCCH type) protein, putative	PBANKA_141390		1263
4615	PBANKA_1414000	conserved protein, unknown function	PBANKA_141400		543
4616	PBANKA_1414100	CDP-diacylglycerol--inositol 3-phosphatidyltransferase, putative	PBANKA_141410	PIS	642
4617	PBANKA_1414100	CDP-diacylglycerol--inositol 3-phosphatidyltransferase, putative	PBANKA_141410	PIS	336
4618	PBANKA_1414200	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61, putative	PBANKA_141420	GCD14	963
4619	PBANKA_1414300	transcription factor MYB1, putative	PBANKA_141430	MYB1	1173
4620	PBANKA_1414400	exportin-T, putative	PBANKA_141440		3525
4621	PBANKA_1414500	protein kinase, putative	PBANKA_141450		987
4622	PBANKA_1414600	inositol polyphosphate kinase, putative	PBANKA_141460	IPK2	3129
4623	PBANKA_1414700	ADP-ribosylation factor, putative	PBANKA_141470		660
4624	PBANKA_1414800	conserved Plasmodium protein, unknown function	PBANKA_141480		318
4625	PBANKA_1414900	SAS6-like protein	PBANKA_141490	SAS6L	714
4626	PBANKA_1415000	pre-mRNA-processing factor 40, putative	PBANKA_141500	PRP40	2370
4627	PBANKA_1415100	choline-phosphate cytidylyltransferase	PBANKA_141510	CCT	2604
4628	PBANKA_1415200	conserved protein, unknown function	PBANKA_141520		1884
4629	PBANKA_1415300	protein transport protein SEC20, putative	PBANKA_141530	SEC20	879
4630	PBANKA_1415400	conserved protein, unknown function	PBANKA_141540		2295
4631	PBANKA_1415500	U4/U6.U5 tri-snRNP-associated protein 2, putative	PBANKA_141550	USP39	1929
4632	PBANKA_1415600	DNA replication licensing factor MCM4, putative	PBANKA_141560	MCM4	2835
4633	PBANKA_1415700	AP2 domain transcription factor AP2-FG	PBANKA_141570	AP2-FG	7464
4634	PBANKA_1415800	conserved Plasmodium protein, unknown function	PBANKA_141580		852
4635	PBANKA_1415900	zinc finger protein, putative	PBANKA_141590		498
4636	PBANKA_1416000	conserved protein, unknown function	PBANKA_141600		276
4637	PBANKA_1416100	conserved Plasmodium protein, unknown function	PBANKA_141610		1836
4638	PBANKA_1416200	conserved Plasmodium protein, unknown function	PBANKA_141620		480
4639	PBANKA_1416300	40S ribosomal protein S19, putative	PBANKA_141630	RPS19	438
4640	PBANKA_1416400	nucleolar complex protein 4, putative	PBANKA_141640	NOC4	2736
4641	PBANKA_1416500	conserved protein, unknown function	PBANKA_141650		573
4642	PBANKA_1416600	ferredoxin, putative	PBANKA_141660	FD	576
4643	PBANKA_1416700	glycerol-3-phosphate 1-O-acyltransferase	PBANKA_141670	G3PAT	1218
4644	PBANKA_1416800	conserved Plasmodium protein, unknown function	PBANKA_141680		4533
4645	PBANKA_1416900	structural maintenance of chromosomes protein 2	PBANKA_141690	SMC2	3684
4646	PBANKA_1417000	conserved Plasmodium protein, unknown function	PBANKA_141700		687
4647	PBANKA_1417100	thioredoxin, putative	PBANKA_141710		1725
4648	PBANKA_1417200	protein AAP4, putative	PBANKA_141720		2421
4649	PBANKA_1417300	translocation protein SEC63, putative	PBANKA_141730	SEC63	2010
4650	PBANKA_1417400	conserved Plasmodium protein, unknown function	PBANKA_141740		1938
4651	PBANKA_1417500	conserved Plasmodium protein, unknown function	PBANKA_141750		1950
4652	PBANKA_1417600	ubiquitin carboxyl-terminal hydrolase MINDY, putative	PBANKA_141760		2211
4653	PBANKA_1417700	conserved Plasmodium protein, unknown function	PBANKA_141770		2211
4654	PBANKA_1417800	tRNA (guanine(26)-N(2))-dimethyltransferase, putative	PBANKA_141780	TRM1	2436
4655	PBANKA_1417900	conserved protein, unknown function	PBANKA_141790		3159
4656	PBANKA_1418000	conserved protein, unknown function	PBANKA_141800		225
4657	PBANKA_1418100	ACDC domain-containing protein, putative	PBANKA_141810		5274
4658	PBANKA_1418200	protein phosphatase PP2A regulatory subunit A, putative	PBANKA_141820		2475
4659	PBANKA_1418300	golgi protein 1, putative	PBANKA_141830	PRP2	3819
4660	PBANKA_1418400	ATP-dependent Clp protease adapter protein ClpS, putative	PBANKA_141840	ClpS	564
4661	PBANKA_1418500	TBC domain protein, putative	PBANKA_141850		1578
4662	PBANKA_1418600	conserved protein, unknown function	PBANKA_141860		2244
4663	PBANKA_1418700	microsomal signal peptidase, putative	PBANKA_141870		966
4664	PBANKA_1418800	SNARE protein, putative	PBANKA_141880		618
4665	PBANKA_1418900	ras-related protein Rab-11A	PBANKA_141890	Rab11a	651
4666	PBANKA_1419000	conserved protein, unknown function	PBANKA_141900		4023
4667	PBANKA_1419100	dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, putative	PBANKA_141910		1272
4668	PBANKA_1419200	RNA-binding protein, putative	PBANKA_141920		387
4669	PBANKA_1419300	conserved Plasmodium protein, unknown function	PBANKA_141930		1992
4670	PBANKA_1419400	protein kinase domain-containing protein, putative	PBANKA_141940		6453
4671	PBANKA_1419500	zinc finger protein, putative	PBANKA_141950		228
4672	PBANKA_1419600	conserved Plasmodium protein, unknown function	PBANKA_141960		9120
4673	PBANKA_1419700	palmitoyltransferase DHHC8, putative	PBANKA_141970	DHHC8	891
4674	PBANKA_1419800	3',5'-cyclic nucleotide phosphodiesterase beta, putative	PBANKA_141980	PDEbeta	3477
4675	PBANKA_1419900	cGMP-specific 3',5'-cyclic phosphodiesterase gamma, putative	PBANKA_141990	PDEgamma	2349
4676	PBANKA_1420000	GPCR-like receptor SR25, putative	PBANKA_142000	SR25	1074
4677	PBANKA_1420100	conserved Plasmodium protein, unknown function	PBANKA_142010		2982
4678	PBANKA_1420200	ribosomal protein S5, mitochondrial, putative	PBANKA_142020		2598
4679	PBANKA_1420300	conserved Plasmodium protein, unknown function	PBANKA_142030		627
4680	PBANKA_1420400	negative elongation factor A, putative	PBANKA_142040	NELFA	750
4681	PBANKA_1420500	conserved Plasmodium protein, unknown function	PBANKA_142050		9012
4682	PBANKA_1420600	histone H2B variant, putative	PBANKA_142060	H2B.Z	372
4683	PBANKA_1420700	MAATS1 domain-containing protein, putative	PBANKA_142070		1857
4684	PBANKA_1420800	conserved Plasmodium protein, unknown function	PBANKA_142080		3594
4685	PBANKA_1420900	palmitoyltransferase DHHC4, putative	PBANKA_142090	DHHC4	3021
4686	PBANKA_1421000	calmodulin, putative	PBANKA_142100		720
4687	PBANKA_1421100	transcription elongation factor s-II, putative	PBANKA_142110		1101
4688	PBANKA_1421200	conserved protein, unknown function	PBANKA_142120		1314
4689	PBANKA_1421221	tRNA Asparagine	NA		72
4690	PBANKA_1421241	tRNA Leucine	NA		80
4691	PBANKA_1421261	tRNA Serine	NA		82
4692	PBANKA_1421300	phosphoglycolate phosphatase	PBANKA_142130	PGP	969
4693	PBANKA_1421400	C-Myc-binding protein, putative	PBANKA_142140	MYCBP	306
4694	PBANKA_1421500	conserved Plasmodium protein, unknown function	PBANKA_142150		3909
4695	PBANKA_1421600	calcium/calmodulin-dependent protein kinase, putative	PBANKA_142160		1437
4696	PBANKA_1421700	secreted ookinete protein, putative	PBANKA_142170	PSOP20	675
4697	PBANKA_1421800	ATP synthase subunit epsilon, mitochondrial, putative	PBANKA_142180		213
4698	PBANKA_1421900	GTP-binding translation elongation factor, putative	PBANKA_142190		2271
4699	PBANKA_1422000	conserved protein, unknown function	PBANKA_142200		363
4700	PBANKA_1422100	drug/metabolite transporter DMT1, putative	PBANKA_142210	DMT1	1218
4701	PBANKA_1422200	cation diffusion facilitator family protein, putative	PBANKA_142220	CDF	1575
4702	PBANKA_1422300	FAD-dependent monooxygenase, putative	PBANKA_142230		2823
4703	PBANKA_1422400	importin subunit beta, putative	PBANKA_142240		2634
4704	PBANKA_1422500	heptatricopeptide repeat and RAP domain-containing protein, putative	PBANKA_142250		2517
4705	PBANKA_1422600	selenoprotein, putative	PBANKA_142260	Sel3	1020
4706	PBANKA_1422700	superoxide dismutase [Fe], putative	PBANKA_142270	FeSOD	597
4707	PBANKA_1422800	conserved Plasmodium protein, unknown function	PBANKA_142280		870
4708	PBANKA_1422900	PIMMS22 protein	PBANKA_142290	PIMMS22	1182
4709	PBANKA_1423000	conserved protein, unknown function	PBANKA_142300		966
4710	PBANKA_1423100	phospholipase DDHD1, putative	PBANKA_142310		1911
4711	PBANKA_1423200	AAA family ATPase, putative	PBANKA_142320		3021
4712	PBANKA_1423300	DNA/RNA-binding protein Alba 1, putative	PBANKA_142330	ALBA1	729
4713	PBANKA_1423400	conserved Plasmodium protein, unknown function	PBANKA_142340		459
4714	PBANKA_1423500	60S ribosomal protein L13-2, putative	PBANKA_142350		648
4715	PBANKA_1423600	40S ribosomal protein S16, putative	PBANKA_142360		435
4716	PBANKA_1423700	GDP-mannose 4,6-dehydratase, putative	PBANKA_142370	GMD	1086
4717	PBANKA_1423800	ABC transporter F family member 1, putative	PBANKA_142380	ABCF1	3765
4718	PBANKA_1423900	translation initiation factor SUI1, putative	PBANKA_142390		801
4719	PBANKA_1424000	PUB domain-containing protein, putative	PBANKA_142400		1545
4720	PBANKA_1424100	mediator of RNA polymerase II transcription subunit 21, putative	PBANKA_142410	MED21	561
4721	PBANKA_1424200	conserved protein, unknown function	PBANKA_142420		1986
4722	PBANKA_1424300	NPL domain-containing protein, putative	PBANKA_142430		855
4723	PBANKA_1424400	CS domain protein, putative	PBANKA_142440		942
4724	PBANKA_1424500	conserved Plasmodium protein, unknown function	PBANKA_142450		1806
4725	PBANKA_1424600	protein KIC7, putative	PBANKA_142460		1566
4726	PBANKA_1424700	zinc finger protein, putative	PBANKA_142470		216
4727	PBANKA_1424800	U1 small nuclear ribonucleoprotein C, putative	PBANKA_142480	SNRPC	594
4728	PBANKA_1424900	ubiquitin-conjugating enzyme E2, putative	PBANKA_142490		498
4729	PBANKA_1425000	RNA-binding protein, putative	PBANKA_142500		2532
4730	PBANKA_1425100	karyopherin alpha, putative	PBANKA_142510	KARalpha	1638
4731	PBANKA_1425200	sporozoite surface protein 3	PBANKA_142520	SSP3	1314
4732	PBANKA_1425300	trypsin-like serine protease, putative	PBANKA_142530		1299
4733	PBANKA_1425350	GTP-binding protein YihA3, putative	PBANKA_142535		876
4734	PBANKA_1425400	proteasome activator complex subunit 4, putative	PBANKA_142540		7305
4735	PBANKA_1425500	conserved protein, unknown function	PBANKA_142550		1605
4736	PBANKA_1425600	RNA-binding protein, putative	PBANKA_142560		3423
4737	PBANKA_1425700	conserved Plasmodium protein, unknown function	PBANKA_142570		1545
4738	PBANKA_1425800	conserved Plasmodium protein, unknown function	PBANKA_142580		3396
4739	PBANKA_1425900	conserved protein, unknown function	PBANKA_142590		3912
4740	PBANKA_1426000	histone-arginine methyltransferase CARM1, putative	PBANKA_142600	CARM1	2574
4741	PBANKA_1426100	conserved protein, unknown function	PBANKA_142610		1830
4742	PBANKA_1426200	CCR4-associated factor 1, putative	PBANKA_142620	CAF1	5406
4743	PBANKA_1426300	ER membrane protein complex subunit 1, putative	PBANKA_142630	EMC1	3372
4744	PBANKA_1426400	mitochondrial carrier protein, putative	PBANKA_142640		1659
4745	PBANKA_1426500	cullin-1, putative	PBANKA_142650	CUL1	2535
4746	PBANKA_1426600	conserved Plasmodium protein, unknown function	PBANKA_142660		1041
4747	PBANKA_1426700	hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase, putative	PBANKA_142670	PPPK-DHPS	2043
4748	PBANKA_1426800	conserved Plasmodium protein, unknown function	PBANKA_142680		429
4749	PBANKA_1426900	ATP-dependent RNA helicase DBP1, putative	PBANKA_142690	DBP1	2730
4750	PBANKA_1427000	protein phosphatase PPM7	PBANKA_142700	PPM7	918
4751	PBANKA_1427100	aquaporin, putative	PBANKA_142710	AQP2	1788
4752	PBANKA_1427200	protein phosphatase PPM5	PBANKA_142720	PPM5	1545
4753	PBANKA_1427300	ABC1 family, putative	PBANKA_142730		2784
4754	PBANKA_1427400	ribosomal protein L33, apicoplast, putative	PBANKA_142740		336
4755	PBANKA_1427500	acyl-CoA binding protein, putative	PBANKA_142750		267
4756	PBANKA_1427600	conserved Plasmodium protein, unknown function	PBANKA_142760		3231
4757	PBANKA_1427700	RuvB-like helicase 1, putative	PBANKA_142770	RUVB1	1524
4758	PBANKA_1427800	peptidase family C50, putative	PBANKA_142780		16569
4759	PBANKA_1427900	histone acetyltransferase subunit NuA4, putative	PBANKA_142790		315
4760	PBANKA_1428000	conserved protein, unknown function	PBANKA_142800		2643
4761	PBANKA_1428050	respiratory chain complex 4 associated protein 5, putative	NA		177
4762	PBANKA_1428100	asparagine-rich antigen, putative	PBANKA_142810		2982
4763	PBANKA_1428200	conserved protein, unknown function	PBANKA_142820		2322
4764	PBANKA_1428300	WD repeat-containing protein, putative	PBANKA_142830		3675
4765	PBANKA_1428400	tetratricopeptide repeat protein, putative	PBANKA_142840		876
4766	PBANKA_1428500	glycerol-3-phosphate 1-O-acyltransferase, putative	PBANKA_142850		1752
4767	PBANKA_1428600	SND2 domain-containing protein, putative	PBANKA_142860		456
4768	PBANKA_1428700	eukaryotic translation initiation factor 3 subunit A, putative	PBANKA_142870	EIF3A	3792
4769	PBANKA_1428800	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative	PBANKA_142880	SDHB	966
4770	PBANKA_1428900	bromodomain protein 2, putative	PBANKA_142890	BDP2	2973
4771	PBANKA_1428980	U1 spliceosomal RNA	PBANKA_142898		164
4772	PBANKA_1429000	mediator of RNA polymerase II transcription subunit 18, putative	PBANKA_142900	MED18	858
4773	PBANKA_1429100	conserved Plasmodium protein, unknown function	PBANKA_142910		339
4774	PBANKA_1429200	kelch domain-containing protein, putative	PBANKA_142920	S20	1752
4775	PBANKA_1429300	integral membrane protein GPR180, putative	PBANKA_142930		1953
4776	PBANKA_1429400	dynein light chain 1, putative	PBANKA_142940		282
4777	PBANKA_1429500	DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative	PBANKA_142950	RPB8	432
4778	PBANKA_1429600	proline--tRNA ligase	PBANKA_142960	PRS	2268
4779	PBANKA_1429700	W2 domain-containing protein, putative	PBANKA_142970		2496
4780	PBANKA_1429800	conserved protein, unknown function	PBANKA_142980		420
4781	PBANKA_1429900	GPI ethanolamine phosphate transferase 3, putative	PBANKA_142990	PIGO	3879
4782	PBANKA_1430000	histone-lysine N-methyltransferase SET5, putative	PBANKA_143000	SET5	531
4783	PBANKA_1430100	geranylgeranyl transferase type-2 subunit beta, putative	PBANKA_143010		1605
4784	PBANKA_1430200	ER membrane protein complex subunit 6, putative	PBANKA_143020	EMC6	378
4785	PBANKA_1430300	conserved Plasmodium protein, unknown function	PBANKA_143030		561
4786	PBANKA_1430400	adrenodoxin-type ferredoxin, putative	PBANKA_143040		477
4787	PBANKA_1430500	conserved protein, unknown function	PBANKA_143050		465
4788	PBANKA_1430600	conserved Plasmodium protein, unknown function	PBANKA_143060		330
4789	PBANKA_1430700	conserved protein, unknown function	PBANKA_143070		738
4790	PBANKA_1430800	thioredoxin peroxidase 2, putative	PBANKA_143080	Trx-Px2	648
4791	PBANKA_1430900	SUN domain-containing protein, putative	PBANKA_143090		2619
4792	PBANKA_1431000	peptidyl-prolyl cis-trans isomerase, putative	PBANKA_143100	CYP32	858
4793	PBANKA_1431050	10 kDa chaperonin, putative	PBANKA_143105	CPN10	309
4794	PBANKA_1431100	conserved Plasmodium protein, unknown function	PBANKA_143110		1653
4795	PBANKA_1431200	conserved Plasmodium protein, unknown function	PBANKA_143120		201
4796	PBANKA_1431300	conserved protein, unknown function	PBANKA_143130		411
4797	PBANKA_1431400	conserved Plasmodium protein, unknown function	PBANKA_143140		3369
4798	PBANKA_1431500	radial spoke head protein 9, putative	PBANKA_143150	RSPH9	1080
4799	PBANKA_1431600	serpentine receptor 10, putative	PBANKA_143160	SR10	1779
4800	PBANKA_1431700	serine--tRNA ligase, putative	PBANKA_143170		1707
4801	PBANKA_1431800	conserved protein, unknown function	PBANKA_143180		864
4802	PBANKA_1431900	glycerol-3-phosphate dehydrogenase [NAD(+)], putative	PBANKA_143190		1107
4803	PBANKA_1432000	signal recognition particle subunit SRP19, putative	PBANKA_143200	SRP19	423
4804	PBANKA_1432100	conserved Plasmodium protein, unknown function	PBANKA_143210		2199
4805	PBANKA_1432200	male development gene 1	PBANKA_143220	MDV1	645
4806	PBANKA_1432300	cell traversal protein for ookinetes and sporozoites	PBANKA_143230	CelTOS	558
4807	PBANKA_1432400	perforin-like protein 2	PBANKA_143240	PLP2	3000
4808	PBANKA_1432451	tRNA Proline	NA		72
4809	PBANKA_1432500	DNA-binding chaperone, putative	PBANKA_143250		2589
4810	PBANKA_1432600	conserved protein, unknown function	PBANKA_143260		423
4811	PBANKA_1432700	meiotic recombination protein SPO11, putative	PBANKA_143270	SPO11	987
4812	PBANKA_1432800	multiple RNA-binding domain-containing protein 1, putative	PBANKA_143280	MRD1	2994
4813	PBANKA_1432900	GTP-binding protein EngA, putative	PBANKA_143290	EngA	2568
4814	PBANKA_1433000	conserved protein, unknown function	PBANKA_143300		2460
4815	PBANKA_1433100	conserved Plasmodium protein, unknown function	PBANKA_143310		636
4816	PBANKA_1433200	anaphase-promoting complex subunit 10, putative	PBANKA_143320	APC10	687
4817	PBANKA_1433300	conserved Plasmodium protein, unknown function	PBANKA_143330		1347
4818	PBANKA_1433400	diphthamide biosynthesis protein 3, putative	PBANKA_143340	DPH3	243
4819	PBANKA_1433500	PPPDE peptidase domain-containing protein, putative	PBANKA_143350		1233
4820	PBANKA_1433600	thrombospondin-related apical membrane protein	PBANKA_143360	TRAMP	1047
4821	PBANKA_1433700	conserved Plasmodium protein, unknown function	PBANKA_143370		1335
4822	PBANKA_1433800	symplekin domain-containing protein, putative	PBANKA_143380		6129
4823	PBANKA_1433900	AP-2 complex subunit mu, putative	PBANKA_143390	AP2-MU	1803
4824	PBANKA_1434000	phosphate translocator, putative	PBANKA_143400		1440
4825	PBANKA_1434100	dynamin-like protein, putative	PBANKA_143410	DRPC	3426
4826	PBANKA_1434200	arginine--tRNA ligase, putative	PBANKA_143420	RRS	1767
4827	PBANKA_1434300	conserved Plasmodium protein, unknown function	PBANKA_143430		1575
4828	PBANKA_1434400	secreted ookinete protein, putative	PBANKA_143440	PSOP17	1053
4829	PBANKA_1434500	WD repeat-containing protein, putative	PBANKA_143450		2259
4830	PBANKA_1434600	formin 2, putative	PBANKA_143460	FRM2	8037
4831	PBANKA_1434700	clathrin heavy chain, putative	PBANKA_143470	CHC	5961
4832	PBANKA_1434800	phospholipid-transporting ATPase 2, putative	PBANKA_143480	ATP2	4548
4833	PBANKA_1434900	raf kinase inhibitor, putative	PBANKA_143490	RKIP	573
4834	PBANKA_1435000	conserved Plasmodium protein, unknown function	PBANKA_143500		162
4835	PBANKA_1435100	ribulose-phosphate 3-epimerase, putative	PBANKA_143510		684
4836	PBANKA_1435200	zinc finger protein, putative	PBANKA_143520		1443
4837	PBANKA_1435300	pre-mRNA-processing factor 17, putative	PBANKA_143530	PRP17	1881
4838	PBANKA_1435400	conserved Plasmodium protein, unknown function	PBANKA_143540		6393
4839	PBANKA_1435500	conserved Plasmodium protein, unknown function	PBANKA_143550		7377
4840	PBANKA_1435600	debranching enzyme-associated ribonuclease, putative	PBANKA_143560	DRN1	1413
4841	PBANKA_1435700	ribosome biogenesis protein TSR3, putative	PBANKA_143570	TSR3	1017
4842	PBANKA_1435800	conserved Plasmodium protein, unknown function	PBANKA_143580		993
4843	PBANKA_1435900	conserved Plasmodium protein, unknown function	PBANKA_143600;PBANKA_143590	UIS27	2118
4844	PBANKA_1436100	heterochromatin protein 1	PBANKA_143610	HP1	846
4845	PBANKA_1436200	histone-lysine N-methyltransferase, H3 lysine-4 specific, putative	PBANKA_143620	SET10	5982
4846	PBANKA_1436300	conserved Plasmodium protein, unknown function	PBANKA_143630		780
4847	PBANKA_1436400	conserved Plasmodium protein, unknown function	PBANKA_143640		306
4848	PBANKA_1436500	conserved Plasmodium protein, unknown function	PBANKA_143650		2133
4849	PBANKA_1436600	inner membrane complex protein 1h	PBANKA_143660	IMC1h	1539
4850	PBANKA_1436700	heptatricopeptide repeat-containing protein, putative	PBANKA_143670		2460
4851	PBANKA_1436800	protein TSSC1, putative	PBANKA_143680		1338
4852	PBANKA_1436900	FbpA domain protein, putative	PBANKA_143690		2382
4853	PBANKA_1437000	conserved protein, unknown function	PBANKA_143700		2193
4854	PBANKA_1437100	conserved Plasmodium protein, unknown function	PBANKA_143710		2097
4855	PBANKA_1437200	conserved Plasmodium protein, unknown function	PBANKA_143720		1527
4856	PBANKA_1437250	small nucleolar RNA snoR15	PBANKA_143725		142
4857	PBANKA_1437300	endoplasmin, putative	PBANKA_143730	GRP94	2427
4858	PBANKA_1437400	diphthine--ammonia ligase, putative	PBANKA_143740	DPH6	744
4859	PBANKA_1437500	AP2 domain transcription factor AP2-G	PBANKA_143750	AP2-G	7020
4860	PBANKA_1437600	glideosome-associated protein 45, putative	PBANKA_143760	GAP45	555
4861	PBANKA_1437700	conserved Plasmodium protein, unknown function	PBANKA_143770		786
4862	PBANKA_1437800	conserved Plasmodium protein, unknown function	PBANKA_143780		1422
4863	PBANKA_1437900	conserved Plasmodium protein, unknown function	PBANKA_143790		402
4864	PBANKA_1438000	cAMP-dependent protein kinase regulatory subunit, putative	PBANKA_143800	PKAr	1311
4865	PBANKA_1438100	nucleus export protein BRR6, putative	PBANKA_143810		1368
4866	PBANKA_1438200	DNA gyrase subunit A, putative	PBANKA_143820	GyrA	3510
4867	PBANKA_1438300	phospholipid-transporting ATPase, putative	PBANKA_143830		4812
4868	PBANKA_1438400	conserved Plasmodium protein, unknown function	PBANKA_143840		12543
4869	PBANKA_1438500	conserved Plasmodium protein, unknown function	PBANKA_143850		4686
4870	PBANKA_1438600	vacuolar iron transporter	PBANKA_143860	VIT	822
4871	PBANKA_1438700	citrate/oxoglutarate carrier protein, putative	PBANKA_143870	YHM2	933
4872	PBANKA_1438800	50S ribosomal protein L24, putative	PBANKA_143880		699
4873	PBANKA_1438900	GTP cyclohydrolase 1, putative	PBANKA_143890	GCH1	882
4874	PBANKA_1439000	conserved protein, unknown function	PBANKA_143900		576
4875	PBANKA_1439100	BRO1 domain-containing protein, putative	PBANKA_143910		2493
4876	PBANKA_1439200	polyadenylate-binding protein 1, putative	PBANKA_143920	PABP1	2505
4877	PBANKA_1439300	WD repeat-containing protein, putative	PBANKA_143930		1656
4878	PBANKA_1439400	histone chaperone ASF1, putative	PBANKA_143940	ASF1	807
4879	PBANKA_1439500	cytochrome c heme lyase	PBANKA_143950	CCHL	705
4880	PBANKA_1439600	conserved Plasmodium protein, unknown function	PBANKA_143960		3555
4881	PBANKA_1439700	conserved protein, unknown function	PBANKA_143970		954
4882	PBANKA_1439800	splicing factor 3B subunit 6, putative	PBANKA_143980	SF3B6	330
4883	PBANKA_1439900	conserved Plasmodium protein, unknown function	PBANKA_143990		4731
4884	PBANKA_1440000	isoleucine--tRNA ligase, putative	PBANKA_144000		4758
4885	PBANKA_1440100	DNA-binding protein, putative	PBANKA_144010		2523
4886	PBANKA_1440200	conserved protein, unknown function	PBANKA_144020		876
4887	PBANKA_1440300	rRNA-processing protein, putative	PBANKA_144030		576
4888	PBANKA_1440400	small subunit rRNA processing factor, putative	PBANKA_144040		1281
4889	PBANKA_1440500	conserved Plasmodium protein, unknown function	PBANKA_144050		2382
4890	PBANKA_1440600	VAC14 domain-containing protein, putative	PBANKA_144060		4137
4891	PBANKA_1440700	ubiquitin-activating enzyme E1, putative	PBANKA_144070	UBA1	3363
4892	PBANKA_1440800	conserved Plasmodium protein, unknown function	PBANKA_144080		2070
4893	PBANKA_1440900	conserved protein, unknown function	PBANKA_144090		2352
4894	PBANKA_1441000	haloacid dehalogenase-like hydrolase, putative	PBANKA_144100	HAD3	756
4895	PBANKA_1441100	haloacid dehalogenase-like hydrolase, putative	PBANKA_144110	HAD2	867
4896	PBANKA_1441200	regulator of MON1-CCZ1 complex, putative	PBANKA_144120		2415
4897	PBANKA_1441300	heptatricopeptide repeat and RAP domain-containing protein, putative	PBANKA_144130		3888
4898	PBANKA_1441400	proliferating cell nuclear antigen 2	PBANKA_144140	PCNA2	795
4899	PBANKA_1441500	U3 small nucleolar RNA-interacting protein 2, putative	PBANKA_144150	RRP9	1845
4900	PBANKA_1441600	ataxin-3, putative	PBANKA_144160	ATX3	1155
4901	PBANKA_1441700	parasitophorous vacuolar protein 2	PBANKA_144170	PV2	1377
4902	PBANKA_1441800	conserved Plasmodium protein, unknown function	PBANKA_144180		477
