gene	Male gametcytes	difference.x	differencesd.x	p.x	diffmax.x	diffmin.x	phenotype.x	Condition.y	Female gametocytes	differencesd.y	p.y	diffmax.y	diffmin.y	power.y	minmax	classification												
PBANKA_131800	GFPsort	0.332158503	0.343583427	0.833164924	1.019325358	-0.355008351	notreduced	RFPsort	0.281339469	0.388887654	0.765297239	1.059114777	-0.49643584	notreduced	1.019325358	None												
PBANKA_050790	GFPsort	0.332930304	0.132860622	0.993892325	0.598651549	0.06720906	notreduced	RFPsort	0.21367268	0.133462192	0.945311301	0.480597063	-0.053251703	notreduced	0.480597063	None												
PBANKA_020920	GFPsort	0.333518411	0.327688032	0.845611704	0.988894474	-0.321857653	notreduced	RFPsort	-0.133467276	0.399771063	0.369242877	0.666074849	-0.933009401	notreduced	0.666074849	None												
PBANKA_130690	GFPsort	0.334137202	0.125007503	0.996240484	0.584152207	0.084122197	notreduced	RFPsort	0.307432691	0.128286731	0.991722616	0.564006153	0.050859229	notreduced	0.564006153	None												
PBANKA_122840	GFPsort	0.334533852	0.759358722	0.670229818	1.853251297	-1.184183593	nopower	RFPsort	-1.361852508	1.212584822	0.130697777	1.063317136	-3.787022151	nopower	1.063317136	None												
PBANKA_051440	GFPsort	0.334570678	0.195186625	0.956745423	0.724943929	-0.055802573	notreduced	RFPsort	0.009845705	0.211974141	0.518523279	0.433793987	-0.414102577	notreduced	0.433793987	None												
PBANKA_020970	GFPsort	0.335698612	0.289847306	0.876606999	0.915393224	-0.243996001	notreduced	RFPsort	0.455874388	0.316697623	0.924990252	1.089269633	-0.177520858	notreduced	0.915393224	None												
PBANKA_092970	GFPsort	0.337223108	0.249360016	0.911869011	0.83594314	-0.161496923	notreduced	RFPsort	0.503227417	0.267322954	0.970113879	1.037873325	-0.031418491	notreduced	0.83594314	None												
PBANKA_070270	GFPsort	0.337534615	0.12710758	0.996040494	0.591749776	0.083319455	notreduced	RFPsort	0.360759633	0.126085042	0.997890066	0.612929716	0.10858955	notreduced	0.591749776	None												
PBANKA_114130	GFPsort	0.337989869	0.18223097	0.968182847	0.702451809	-0.026472071	notreduced	RFPsort	0.597765293	0.178510853	0.999593927	0.954786999	0.240743586	notreduced	0.702451809	None												
PBANKA_010430	GFPsort	0.339877712	0.236490021	0.924665963	0.812857753	-0.133102329	notreduced	RFPsort	-0.11834606	0.273184653	0.332431458	0.428023246	-0.664715366	notreduced	0.428023246	None												
PBANKA_124220	GFPsort	0.34303707	0.108261933	0.999234084	0.559560936	0.126513204	notreduced	RFPsort	0.253098215	0.123547021	0.979749294	0.500192257	0.006004173	notreduced	0.500192257	None												
PBANKA_140070	GFPsort	0.343877459	0.431540427	0.787233932	1.206958312	-0.519203395	notreduced	RFPsort	0.151427645	0.481412323	0.623447852	1.114252291	-0.811397	notreduced	1.114252291	None												
PBANKA_136040	GFPsort	0.345091015	0.296629146	0.877661362	0.938349308	-0.248167278	notreduced	RFPsort	0.555318179	0.304749835	0.965788432	1.164817849	-0.054181492	notreduced	0.938349308	None												
PBANKA_091600	GFPsort	0.345973728	0.17439823	0.976361736	0.694770188	-0.002822731	notreduced	RFPsort	0.162385671	0.177120021	0.820379286	0.516625713	-0.19185437	notreduced	0.516625713	None												
PBANKA_093360	GFPsort	0.347903498	0.232457838	0.93275529	0.812819173	-0.117012177	notreduced	RFPsort	0.333604055	0.249984001	0.908980243	0.833572057	-0.166363946	notreduced	0.812819173	None												
PBANKA_072090	GFPsort	0.35027823	0.195468464	0.963433002	0.741215157	-0.040658697	notreduced	RFPsort	0.251354808	0.206896448	0.887794485	0.665147704	-0.162438087	notreduced	0.665147704	None												
PBANKA_112120	GFPsort	0.35130969	0.260722852	0.911081513	0.872755395	-0.170136015	notreduced	RFPsort	0.226833151	0.289673375	0.783205599	0.806179901	-0.352513599	notreduced	0.806179901	None												
PBANKA_070210	GFPsort	0.351441107	0.143799447	0.992736623	0.639040001	0.063842214	notreduced	RFPsort	0.433746234	0.145064832	0.998605188	0.723875899	0.14361657	notreduced	0.639040001	None												
PBANKA_030660	GFPsort	0.352185847	0.285893143	0.891002913	0.923972133	-0.21960044	notreduced	RFPsort	0.15295224	0.304928659	0.692025569	0.762809558	-0.456905077	notreduced	0.762809558	None												
PBANKA_135210	GFPsort	0.354166788	0.258443718	0.914716258	0.871054224	-0.162720648	notreduced	RFPsort	0.405297933	0.259812922	0.940615409	0.924923776	-0.114327911	notreduced	0.871054224	None												
PBANKA_123430	GFPsort	0.35443676	0.088239013	0.999970501	0.530914785	0.177958735	notreduced	RFPsort	0.105019048	0.092083345	0.872956436	0.289185739	-0.079147642	notreduced	0.289185739	None												
PBANKA_040840	GFPsort	0.355280577	0.152708472	0.990004807	0.660697522	0.049863633	notreduced	RFPsort	0.25784663	0.163862558	0.942204735	0.585571746	-0.069878486	notreduced	0.585571746	None												
PBANKA_140500	GFPsort	0.356083184	0.360204445	0.838560412	1.076492075	-0.364325707	notreduced	RFPsort	0.312457705	0.395825103	0.785055978	1.104107912	-0.479192501	notreduced	1.076492075	None												
PBANKA_040050	GFPsort	0.356085735	0.138024833	0.995058084	0.6321354	0.08003607	notreduced	RFPsort	0.464643609	0.136266627	0.999674962	0.737176863	0.192110355	notreduced	0.6321354	None												
PBANKA_133660	GFPsort	0.357477735	0.12185181	0.998325309	0.601181354	0.113774115	notreduced	RFPsort	0.454285291	0.120720723	0.999916093	0.695726737	0.212843845	notreduced	0.601181354	None												
PBANKA_140430	GFPsort	0.360273301	0.254933909	0.92120194	0.870141119	-0.149594518	notreduced	RFPsort	0.380025398	0.284310559	0.909332515	0.948646517	-0.18859572	notreduced	0.870141119	None												
PBANKA_051490	GFPsort	0.361303681	0.275714169	0.904974527	0.912732018	-0.190124656	notreduced	RFPsort	0.243312248	0.294704418	0.795488604	0.832721084	-0.346096587	notreduced	0.832721084	None												
PBANKA_131280	GFPsort	0.361653499	0.289006943	0.894599535	0.939667384	-0.216360387	notreduced	RFPsort	0.545688674	0.282838308	0.973155099	1.111365289	-0.019987942	notreduced	0.939667384	None												
PBANKA_140960	GFPsort	0.363440983	0.128100781	0.997724081	0.619642545	0.10723942	notreduced	RFPsort	0.268710826	0.131066417	0.979826967	0.53084366	0.006577991	notreduced	0.53084366	None												
PBANKA_120180	GFPsort	0.363640733	0.387579586	0.825938172	1.138799905	-0.411518439	notreduced	RFPsort	0.325975882	0.407768225	0.787974983	1.141512333	-0.489560568	notreduced	1.138799905	None												
PBANKA_091300	GFPsort	0.363956457	0.394619866	0.821812988	1.15319619	-0.425283275	notreduced	RFPsort	0.354316727	0.359829051	0.837609536	1.073974828	-0.365341375	notreduced	1.073974828	None												
PBANKA_100350	GFPsort	0.365287834	0.273332894	0.909294155	0.911953622	-0.181377954	notreduced	RFPsort	-0.506056069	0.349248473	0.073670778	0.192440878	-1.204553015	nopower	0.192440878	None												
PBANKA_131140	GFPsort	0.365672659	0.179485066	0.979192164	0.724642791	0.006702527	notreduced	RFPsort	0.343075517	0.1813658	0.970729312	0.705807116	-0.019656082	notreduced	0.705807116	None												
PBANKA_143440	GFPsort	0.366635671	0.136349574	0.996416023	0.639334818	0.093936523	notreduced	RFPsort	0.173455573	0.15346745	0.870813163	0.480390472	-0.133479326	notreduced	0.480390472	None												
PBANKA_101210	GFPsort	0.371559307	0.196901544	0.970421919	0.765362395	-0.02224378	notreduced	RFPsort	0.32053362	0.214159019	0.932765436	0.748851658	-0.107784418	notreduced	0.748851658	None												
PBANKA_040430	GFPsort	0.371721386	0.227354803	0.948973763	0.826430991	-0.08298822	notreduced	RFPsort	-0.000789897	0.255578772	0.498767023	0.510367648	-0.511947441	notreduced	0.510367648	None												
PBANKA_060300	GFPsort	0.374601485	0.118030844	0.999247608	0.610663174	0.138539797	notreduced	RFPsort	0.37424929	0.123709229	0.998757793	0.621667749	0.126830831	notreduced	0.610663174	None												
PBANKA_113280	GFPsort	0.375976448	0.174045525	0.98462214	0.724067497	0.027885399	notreduced	RFPsort	0.248100948	0.180518232	0.915338388	0.609137412	-0.112935516	notreduced	0.609137412	None												
PBANKA_060240	GFPsort	0.376070761	0.12811811	0.998334111	0.632306982	0.119834541	notreduced	RFPsort	0.388960067	0.130195335	0.998593707	0.649350738	0.128569396	notreduced	0.632306982	None												
PBANKA_080010	GFPsort	0.379688487	0.070595541	0.999999962	0.520879569	0.238497404	notreduced	RFPsort	0.318486737	0.076081044	0.999985814	0.470648825	0.166324649	notreduced	0.470648825	None												
PBANKA_091640	GFPsort	0.380924213	0.098443701	0.999945462	0.577811616	0.18403681	notreduced	RFPsort	-0.86108306	0.135111009	9.26E-11	-0.590861042	-1.131305078	nopower	-0.590861042	None												
PBANKA_102720	GFPsort	0.382504204	0.13419541	0.997816459	0.650895024	0.114113385	notreduced	RFPsort	0.452763967	0.130659777	0.999735094	0.714083522	0.191444413	notreduced	0.650895024	None												
PBANKA_030260	GFPsort	0.382870456	0.264861306	0.925848374	0.912593067	-0.146852156	notreduced	RFPsort	0.277496829	0.26826827	0.849525511	0.814033369	-0.259039711	notreduced	0.814033369	None												
PBANKA_083660	GFPsort	0.383464793	0.298271438	0.900712768	0.980007668	-0.213078082	notreduced	RFPsort	0.861874697	0.308283195	0.997410819	1.478441087	0.245308307	notreduced	0.980007668	None												
PBANKA_061570	GFPsort	0.387510401	0.57035056	0.751565677	1.528211522	-0.75319072	notreduced	RFPsort	0.777229625	0.619773955	0.895088698	2.016777535	-0.462318286	notreduced	1.528211522	None												
PBANKA_132200	GFPsort	0.390588499	0.122020047	0.999315288	0.634628594	0.146548405	notreduced	RFPsort	0.494114787	0.12216773	0.999973789	0.738450248	0.249779327	notreduced	0.634628594	None												
PBANKA_114320	GFPsort	0.39390462	0.154099038	0.994708556	0.702102696	0.085706544	notreduced	RFPsort	0.206320479	0.160993298	0.8999992	0.528307075	-0.115666117	notreduced	0.528307075	None												
PBANKA_060380	GFPsort	0.396191153	0.482247657	0.79433382	1.360686467	-0.568304161	notreduced	RFPsort	1.004344896	0.463120723	0.984945214	1.930586342	0.07810345	notreduced	1.360686467	None												
PBANKA_050370	GFPsort	0.396395776	0.175718538	0.987960185	0.747832852	0.0449587	notreduced	RFPsort	0.244432914	0.199000615	0.890333247	0.642434143	-0.153568315	notreduced	0.642434143	None												
PBANKA_102070	GFPsort	0.39759826	0.288932727	0.915603556	0.975463713	-0.180267194	notreduced	RFPsort	0.487902494	0.292115653	0.9525638	1.0721338	-0.096328812	notreduced	0.975463713	None												
PBANKA_040730	GFPsort	0.401461823	0.277919972	0.925704058	0.957301768	-0.154378121	notreduced	RFPsort	0.768880945	0.282615074	0.996741765	1.334111093	0.203650796	notreduced	0.957301768	None												
PBANKA_062240	GFPsort	0.402314981	0.126033787	0.999293837	0.654382555	0.150247408	notreduced	RFPsort	0.587114528	0.129118973	0.99999728	0.845352473	0.328876582	notreduced	0.654382555	None												
PBANKA_130470	GFPsort	0.402608307	0.810942416	0.690218456	2.024493139	-1.219276526	nopower	RFPsort	0.091369583	0.70264337	0.551731393	1.496656323	-1.313917157	nopower	1.496656323	None												
PBANKA_072100	GFPsort	0.40335054	0.252158401	0.945155429	0.907667343	-0.100966262	notreduced	RFPsort	0.499098258	0.258996373	0.973013131	1.017091004	-0.018894489	notreduced	0.907667343	None												
PBANKA_080640	GFPsort	0.404215442	0.09832412	0.999980307	0.600863682	0.207567203	notreduced	RFPsort	0.659897959	0.093672859	1	0.847243677	0.472552242	notreduced	0.600863682	None												
PBANKA_102020	GFPsort	0.404573281	0.222865958	0.965262713	0.850305198	-0.041158635	notreduced	RFPsort	0.513415273	0.227053959	0.98812668	0.967523191	0.059307355	notreduced	0.850305198	None												
PBANKA_070810	GFPsort	0.405504316	0.232419405	0.959482265	0.870343127	-0.059334494	notreduced	RFPsort	-0.01818124	0.244221962	0.47032793	0.470262684	-0.506625165	notreduced	0.470262684	None												
PBANKA_131490	GFPsort	0.408190095	0.22275047	0.966561472	0.853691035	-0.037310845	notreduced	RFPsort	-0.110003217	0.259659829	0.335912888	0.40931644	-0.629322874	notreduced	0.40931644	None												
PBANKA_030240	GFPsort	0.408304231	0.075746688	0.999999965	0.559797607	0.256810856	notreduced	RFPsort	0.538394674	0.070392257	1	0.679179189	0.397610159	notreduced	0.559797607	None												
PBANKA_102390	GFPsort	0.409076666	0.247442586	0.950856801	0.903961838	-0.085808505	notreduced	RFPsort	0.293955217	0.247926562	0.882120594	0.789808341	-0.201897906	notreduced	0.789808341	None												
PBANKA_080940	GFPsort	0.40908851	0.145707329	0.997504424	0.700503169	0.117673852	notreduced	RFPsort	0.253600927	0.151845589	0.952552561	0.557292105	-0.05009025	notreduced	0.557292105	None												
PBANKA_114230	GFPsort	0.410291535	0.245757908	0.952490314	0.901807352	-0.081224281	notreduced	RFPsort	-0.088644118	0.262335106	0.367717714	0.436026093	-0.613314329	notreduced	0.436026093	None												
PBANKA_100120	GFPsort	0.410650848	0.146008108	0.997542258	0.702667065	0.118634631	notreduced	RFPsort	-0.059001458	0.172233368	0.365962138	0.285465277	-0.403468193	notreduced	0.285465277	None												
PBANKA_100260	GFPsort	0.413901825	0.180076385	0.989232735	0.774054595	0.053749055	notreduced	RFPsort	0.377870185	0.186013908	0.9788932	0.749898001	0.00584237	notreduced	0.749898001	None												
PBANKA_082820	GFPsort	0.414191606	0.323554397	0.899750245	1.0613004	-0.232917187	notreduced	RFPsort	0.463582347	0.356031972	0.903555594	1.175646292	-0.248481598	notreduced	1.0613004	None												
PBANKA_090030	GFPsort	0.4159047	0.079532182	0.999999915	0.574969065	0.256840335	notreduced	RFPsort	0.366554878	0.081832883	0.999996256	0.530220643	0.202889113	notreduced	0.530220643	None												
PBANKA_135970	GFPsort	0.416063008	0.183343329	0.988375286	0.782749666	0.049376349	notreduced	RFPsort	0.550920181	0.196724603	0.997448541	0.944369387	0.157470975	notreduced	0.782749666	None												
PBANKA_101910	GFPsort	0.4195225	0.383334751	0.86311075	1.186192001	-0.347147002	notreduced	RFPsort	0.496295388	0.374939985	0.907193037	1.246175357	-0.253584581	notreduced	1.186192001	None												
PBANKA_061300	GFPsort	0.424907932	0.343059708	0.892250022	1.111027349	-0.261211484	notreduced	RFPsort	0.281336886	0.361594354	0.781728926	1.004525595	-0.441851822	notreduced	1.004525595	None												
PBANKA_040820	GFPsort	0.433186368	0.833274859	0.698419463	2.099736086	-1.233363351	nopower	RFPsort	-0.179346756	0.991889838	0.428257109	1.804432921	-2.163126432	nopower	1.804432921	None												
PBANKA_145120	GFPsort	0.433301132	0.198084175	0.985645506	0.829469482	0.037132782	notreduced	RFPsort	0.383316943	0.223333285	0.956950532	0.829983513	-0.063349626	notreduced	0.829469482	None												
PBANKA_132220	GFPsort	0.434720608	0.146842547	0.99846407	0.728405702	0.141035513	notreduced	RFPsort	0.480588989	0.150389902	0.999302346	0.781368794	0.179809184	notreduced	0.728405702	None												
PBANKA_110630	GFPsort	0.435419074	0.322986278	0.911187523	1.08139163	-0.210553483	notreduced	RFPsort	0.631945286	0.324468108	0.974270644	1.280881502	-0.01699093	notreduced	1.08139163	None												
PBANKA_082440	GFPsort	0.436781468	0.174568567	0.993826394	0.785918601	0.087644335	notreduced	RFPsort	0.6932864	0.180509897	0.999938661	1.054306194	0.332266605	notreduced	0.785918601	None												
PBANKA_113230	GFPsort	0.436878746	0.169942292	0.994926038	0.77676333	0.096994161	notreduced	RFPsort	0.565322547	0.163902534	0.999718811	0.893127615	0.237517479	notreduced	0.77676333	None												
PBANKA_121440	GFPsort	0.437061169	0.297721446	0.928950665	1.032504062	-0.158381724	notreduced	RFPsort	0.191519103	0.327924918	0.720401078	0.847368939	-0.464330732	notreduced	0.847368939	None												
PBANKA_060390	GFPsort	0.440937096	0.314444619	0.919583081	1.069826334	-0.187952142	notreduced	RFPsort	0.196729962	0.35342193	0.711114431	0.903573821	-0.510113897	notreduced	0.903573821	None												
PBANKA_142370	GFPsort	0.44123114	0.284879174	0.939289434	1.010989487	-0.128527208	notreduced	RFPsort	0.133862952	0.318948805	0.662647846	0.771760561	-0.504034658	notreduced	0.771760561	None												
PBANKA_082100	GFPsort	0.444795766	0.426169109	0.85168956	1.297133985	-0.407542452	notreduced	RFPsort	0.33685101	0.456027691	0.769944322	1.248906391	-0.575204372	notreduced	1.248906391	None												
PBANKA_071660	GFPsort	0.445648229	0.465340482	0.830888446	1.376329193	-0.485032735	notreduced	RFPsort	0.47442071	0.435457689	0.862027988	1.345336088	-0.396494667	notreduced	1.345336088	None												
PBANKA_134420	GFPsort	0.44606343	0.236388477	0.970419375	0.918840384	-0.026713523	notreduced	RFPsort	0.282511151	0.252768678	0.868145329	0.788048508	-0.223026206	notreduced	0.788048508	None												
PBANKA_102460	GFPsort	0.446327821	0.145152491	0.998947096	0.736632804	0.156022838	notreduced	RFPsort	0.384468285	0.14616228	0.995736037	0.676792844	0.092143725	notreduced	0.676792844	None												
PBANKA_142880	GFPsort	0.446885574	0.173115135	0.995080483	0.793115845	0.100655303	notreduced	RFPsort	0.317332223	0.175807809	0.96446227	0.668947841	-0.034283396	notreduced	0.668947841	None												
PBANKA_091820	GFPsort	0.450732398	0.507424075	0.812803725	1.465580548	-0.564115751	notreduced	RFPsort	0.948669734	0.495815298	0.972148567	1.940300331	-0.042960863	notreduced	1.465580548	None												
PBANKA_030100	GFPsort	0.452260488	0.385767307	0.879474935	1.223795102	-0.319274126	notreduced	RFPsort	0.396667705	0.383685085	0.849393734	1.164037874	-0.370702464	notreduced	1.164037874	None												
PBANKA_040060	GFPsort	0.452920295	0.078567548	0.999999996	0.610055391	0.2957852	notreduced	RFPsort	0.39719587	0.085161727	0.99999845	0.567519323	0.226872417	notreduced	0.567519323	None												
PBANKA_113380	GFPsort	0.455676407	0.114307816	0.999966458	0.68429204	0.227060774	notreduced	RFPsort	0.187924296	0.127236299	0.930158265	0.442396894	-0.066548302	notreduced	0.442396894	None												
PBANKA_110990	GFPsort	0.456244279	0.174504577	0.995532247	0.805253432	0.107235126	notreduced	RFPsort	0.413502792	0.183267041	0.987973626	0.780036874	0.046968709	notreduced	0.780036874	None												
PBANKA_093260	GFPsort	0.456681992	0.148835679	0.998923827	0.754353351	0.159010634	notreduced	RFPsort	0.405222221	0.154638996	0.995609182	0.714500214	0.095944228	notreduced	0.714500214	None												
PBANKA_051830	GFPsort	0.459195821	0.187444918	0.992852507	0.834085657	0.084305986	notreduced	RFPsort	0.562378927	0.200866865	0.997442966	0.964112656	0.160645198	notreduced	0.834085657	None												
PBANKA_103170	GFPsort	0.459523484	0.600144982	0.778068854	1.659813448	-0.740766479	notreduced	RFPsort	0.381344399	0.614129819	0.732684001	1.609604037	-0.846915238	notreduced	1.609604037	None												
PBANKA_140660	GFPsort	0.462631834	0.143657076	0.999359919	0.749945986	0.175317682	notreduced	RFPsort	0.196161905	0.151346596	0.902531283	0.498855097	-0.106531286	notreduced	0.498855097	None												
PBANKA_145910	GFPsort	0.464597596	0.114173155	0.999976416	0.692943907	0.236251285	notreduced	RFPsort	0.42189619	0.119352453	0.999796017	0.660601096	0.183191285	notreduced	0.660601096	None												
PBANKA_143590	GFPsort	0.466757876	0.17277307	0.996549312	0.812304017	0.121211736	notreduced	RFPsort	0.542535792	0.176851007	0.998921638	0.896237806	0.188833777	notreduced	0.812304017	None												
PBANKA_120370	GFPsort	0.470198088	0.230385843	0.979370397	0.930969774	0.009426403	notreduced	RFPsort	0.691665895	0.236948255	0.99824455	1.165562405	0.217769385	notreduced	0.930969774	None												
PBANKA_030650	GFPsort	0.470472738	0.213822293	0.986107116	0.898117324	0.042828152	notreduced	RFPsort	0.581013406	0.226508301	0.994842497	1.034030008	0.127996803	notreduced	0.898117324	None												
PBANKA_094340	GFPsort	0.471990107	0.159692723	0.998439765	0.791375553	0.152604662	notreduced	RFPsort	0.494781611	0.174729786	0.997684907	0.844241183	0.14532204	notreduced	0.791375553	None												
PBANKA_040980	GFPsort	0.475218291	0.940653894	0.693290794	2.35652608	-1.406089498	nopower	RFPsort	0.760436995	1.222992701	0.732957966	3.206422397	-1.685548406	nopower	2.35652608	None												
PBANKA_041380	GFPsort	0.476422637	0.206509794	0.989473203	0.889442226	0.063403048	notreduced	RFPsort	0.334852812	0.214649021	0.940620246	0.764150854	-0.09444523	notreduced	0.764150854	None												
PBANKA_082350	GFPsort	0.477439281	0.160204762	0.998559612	0.797848805	0.157029758	notreduced	RFPsort	0.534875759	0.167666753	0.999288912	0.870209264	0.199542253	notreduced	0.797848805	None												
PBANKA_142540	GFPsort	0.477454227	0.227796278	0.981957586	0.933046783	0.021861672	notreduced	RFPsort	0.092464195	0.248858334	0.644887357	0.590180862	-0.405252472	notreduced	0.590180862	None												
PBANKA_143520	GFPsort	0.479748688	0.088472344	0.999999971	0.656693377	0.302803999	notreduced	RFPsort	-1.028667133	0.131454471	2.53E-15	-0.765758192	-1.291576075	nopower	-0.765758192	None												
PBANKA_113810	GFPsort	0.482255627	0.25722222	0.969594001	0.996700066	-0.032188812	notreduced	RFPsort	0.699055007	0.260697776	0.996335099	1.220450559	0.177659455	notreduced	0.996700066	None												
PBANKA_031480	GFPsort	0.482496173	0.137234854	0.99978082	0.756965882	0.208026464	notreduced	RFPsort	0.450757992	0.139580309	0.999379707	0.72991861	0.171597374	notreduced	0.72991861	None												
PBANKA_061600	GFPsort	0.484683786	0.274003928	0.961544181	1.032691641	-0.06332407	notreduced	RFPsort	0.302397294	0.304638783	0.83955781	0.91167486	-0.306880273	notreduced	0.91167486	None												
PBANKA_090950	GFPsort	0.486096339	0.1999929	0.992462411	0.886082139	0.086110539	notreduced	RFPsort	0.256264903	0.214020644	0.88442155	0.684306191	-0.171776384	notreduced	0.684306191	None												
PBANKA_041300	GFPsort	0.48748668	0.203692332	0.991650072	0.894871343	0.080102016	notreduced	RFPsort	0.329980326	0.218591642	0.934423959	0.76716361	-0.107202959	notreduced	0.76716361	None												
PBANKA_091130	GFPsort	0.487821747	0.69936707	0.757260941	1.886555886	-0.910912393	notreduced	RFPsort	0.313848529	0.809029371	0.650966889	1.931907272	-1.304210214	nopower	1.886555886	None												
PBANKA_120780	GFPsort	0.488027905	0.110304092	0.999995164	0.70863609	0.267419721	notreduced	RFPsort	0.44331875	0.111820031	0.999963236	0.666958811	0.219678689	notreduced	0.666958811	None												
PBANKA_010920	GFPsort	0.48825907	0.278908681	0.959993056	1.046076433	-0.069558292	notreduced	RFPsort	0.49040949	0.274258946	0.963122141	1.038927383	-0.058108402	notreduced	1.038927383	None												
PBANKA_071330	GFPsort	0.488537262	0.223591202	0.985554017	0.935719666	0.041354857	notreduced	RFPsort	0.201354095	0.243183304	0.796162793	0.687720702	-0.285012512	notreduced	0.687720702	None												
PBANKA_090880	GFPsort	0.488733973	0.121452056	0.999971402	0.731638086	0.245829861	notreduced	RFPsort	-0.257860596	0.152710309	0.045651843	0.047560022	-0.563281213	notreduced	0.047560022	None												
PBANKA_090400	GFPsort	0.490666365	0.148674544	0.999517043	0.788015453	0.193317277	notreduced	RFPsort	0.278889845	0.159027823	0.960260521	0.596945492	-0.039165801	notreduced	0.596945492	None												
PBANKA_101330	GFPsort	0.496093408	0.209652909	0.991015603	0.915399226	0.07678759	notreduced	RFPsort	0.669816583	0.211200452	0.999241661	1.092217486	0.24741568	notreduced	0.915399226	None												
PBANKA_102630	GFPsort	0.503703829	0.146547099	0.999706061	0.796798027	0.210609631	notreduced	RFPsort	0.64924832	0.145545501	0.999995917	0.940339322	0.358157317	notreduced	0.796798027	None												
PBANKA_110140	GFPsort	0.504901647	0.154191875	0.999470759	0.813285398	0.196517897	notreduced	RFPsort	0.802290168	0.152659996	0.999999926	1.10761016	0.496970176	notreduced	0.813285398	None												
PBANKA_130670	GFPsort	0.508590396	0.252908783	0.977835357	1.014407962	0.00277283	notreduced	RFPsort	0.247299472	0.286203696	0.806224748	0.819706864	-0.32510792	notreduced	0.819706864	None												
PBANKA_091650	GFPsort	0.520423982	0.220037891	0.990988766	0.960499764	0.080348201	notreduced	RFPsort	0.609301711	0.238118486	0.994748554	1.085538683	0.133064738	notreduced	0.960499764	None												
PBANKA_131270	GFPsort	0.520836705	0.138599539	0.999914311	0.798035782	0.243637628	notreduced	RFPsort	0.34429686	0.148886523	0.989624331	0.642069906	0.046523813	notreduced	0.642069906	None												
PBANKA_083680	GFPsort	0.521034122	0.228669518	0.98865298	0.978373158	0.063695086	notreduced	RFPsort	0.089785432	0.257004414	0.63658809	0.603794259	-0.424223396	notreduced	0.603794259	None												
PBANKA_071270	GFPsort	0.526818708	0.208339946	0.994274885	0.943498601	0.110138815	notreduced	RFPsort	0.084352854	0.244154293	0.635136967	0.57266144	-0.403955732	notreduced	0.57266144	None												
PBANKA_140480	GFPsort	0.527599184	0.281223611	0.969678143	1.090046406	-0.034848038	notreduced	RFPsort	0.384950114	0.298843698	0.901149981	0.982637509	-0.212737282	notreduced	0.982637509	None												
PBANKA_102480	GFPsort	0.528246227	0.265659607	0.976618068	1.05956544	-0.003072987	notreduced	RFPsort	0.18443384	0.29904272	0.731299347	0.78251928	-0.413651599	notreduced	0.78251928	None												
PBANKA_143400	GFPsort	0.534341849	0.193755144	0.99709059	0.921852136	0.146831561	notreduced	RFPsort	-0.120196224	0.232058739	0.302244473	0.343921254	-0.584313701	notreduced	0.343921254	None												
PBANKA_130280	GFPsort	0.538765713	0.155907372	0.999725545	0.850580457	0.226950969	notreduced	RFPsort	0.333246142	0.168616526	0.975942717	0.670479194	-0.00398691	notreduced	0.670479194	None												
PBANKA_082010	GFPsort	0.541510775	0.136433722	0.999963918	0.81437822	0.268643331	notreduced	RFPsort	0.473904585	0.142234041	0.999568669	0.758372667	0.189436502	notreduced	0.758372667	None												
PBANKA_081240	GFPsort	0.542953812	0.624054136	0.807861494	1.791062084	-0.70515446	notreduced	RFPsort	0.674571957	0.649054281	0.850670908	1.97268052	-0.623536606	notreduced	1.791062084	None												
PBANKA_131260	GFPsort	0.548003953	0.164275486	0.999574857	0.876554924	0.219452982	notreduced	RFPsort	0.391083049	0.180079631	0.985061713	0.751242312	0.030923787	notreduced	0.751242312	None												
PBANKA_103360	GFPsort	0.560302431	0.312468756	0.963525293	1.185239943	-0.064635082	notreduced	RFPsort	0.637186003	0.307778647	0.980786634	1.252743297	0.02162871	notreduced	1.185239943	None												
PBANKA_122030	GFPsort	0.561625145	0.131745133	0.999989913	0.82511541	0.29813488	notreduced	RFPsort	0.565082887	0.13645143	0.999982731	0.837985747	0.292180028	notreduced	0.82511541	None												
PBANKA_090780	GFPsort	0.564369268	0.277557936	0.978990838	1.11948514	0.009253396	notreduced	RFPsort	0.052030817	0.319931264	0.564595604	0.691893345	-0.587831711	notreduced	0.691893345	None												
PBANKA_100730	GFPsort	0.56837366	0.075871447	1	0.720116554	0.416630767	notreduced	RFPsort	0.393530004	0.074176413	0.999999944	0.541882831	0.245177178	notreduced	0.541882831	None												
PBANKA_100130	GFPsort	0.570352932	0.369704829	0.93855126	1.30976259	-0.169056725	notreduced	RFPsort	0.479279462	0.381425423	0.895541375	1.242130307	-0.283571383	notreduced	1.242130307	None												
PBANKA_082460	GFPsort	0.572841955	0.155046434	0.999889904	0.882934823	0.262749087	notreduced	RFPsort	0.472461283	0.164410114	0.997971371	0.80128151	0.143641055	notreduced	0.80128151	None												
PBANKA_131420	GFPsort	0.574373166	0.635729634	0.816866135	1.845832434	-0.697086102	notreduced	RFPsort	0.069659125	0.68800835	0.540323004	1.445675826	-1.306357575	nopower	1.445675826	None												
PBANKA_120260	GFPsort	0.577935258	0.288610598	0.977383119	1.155156454	0.000714063	notreduced	RFPsort	0.973956365	0.283392155	0.999705663	1.540740674	0.407172055	notreduced	1.155156454	None												
